rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited
5060,501–600,University of Arkansas,30.7–34.9,5060,26.4,485,19.5,533,47.6,546,44.5,368,30.0,768,United States,"24,140",20.4,6%,52 : 48,University of Arkansas,"Sociology,Geography,Education,Communication & Media Studies,Archaeology,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Computer Science,Physics & Astronomy,Law,Agriculture & Forestry,Medicine & Dentistry,Accounting & Finance,Mathematics & Statistics,Architecture,History, Philosophy & Theology,Sport Science,General Engineering,Economics & Econometrics,Chemistry,Psychology,Business & Management,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Civil Engineering,Biological Sciences,Languages, Literature & Linguistics,Veterinary Science,Other Health",False,False
5230,501–600,Creighton University,30.7–34.9,5230,37.1,220,10.3,883,56.2,477,35.0,724,31.1,750,United States,"8,213",11.3,9%,58 : 42,Creighton University,"Medicine & Dentistry,Economics & Econometrics,Politics & International Studies (incl Development Studies),Sport Science,Art, Performing Arts & Design,Biological Sciences,Physics & Astronomy,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Chemistry,Languages, Literature & Linguistics,Education,Geography,Sociology,Business & Management,Accounting & Finance,Law,Psychology,Mathematics & Statistics,Other Health,Communication & Media Studies",False,False
5430,501–600,Kent State University,30.7–34.9,5430,23.8,603,16.9,610,60.2,439,32.1,996,37.3,651,United States,"23,647",18.6,9%,59 : 41,Kent State University,"Physics & Astronomy,Geography,Mechanical & Aerospace Engineering,Accounting & Finance,General Engineering,Politics & International Studies (incl Development Studies),Architecture,Communication & Media Studies,Medicine & Dentistry,Computer Science,Art, Performing Arts & Design,Sociology,Geology, Environmental, Earth & Marine Sciences,Other Health,Education,Mathematics & Statistics,Languages, Literature & Linguistics,Economics & Econometrics,Sport Science,Biological Sciences,Business & Management,Chemistry,History, Philosophy & Theology,Psychology,Veterinary Science",False,False
5480,501–600,Lehigh University,30.7–34.9,5480,24.7,568,19.9,522,54.5,487,36.6,633,40.5,607,United States,"6,476",11.4,16%,45 : 55,Lehigh University,"Art, Performing Arts & Design,Accounting & Finance,Economics & Econometrics,Civil Engineering,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemistry,Education,Psychology,Languages, Literature & Linguistics,Communication & Media Studies,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Sociology,Physics & Astronomy,Chemical Engineering,Mechanical & Aerospace Engineering,Architecture,History, Philosophy & Theology,Other Health,General Engineering,Computer Science,Business & Management,Mathematics & Statistics",False,False
5570,501–600,Missouri University of Science and Technology,30.7–34.9,5570,26.2,497,23.9,427,40.6,612,47.5,316,65.9,261,United States,"8,146",23.7,17%,23 : 77,Missouri University of Science and Technology,"General Engineering,Communication & Media Studies,History, Philosophy & Theology,Education,Physics & Astronomy,Mechanical & Aerospace Engineering,Business & Management,Economics & Econometrics,Electrical & Electronic Engineering,Accounting & Finance,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Psychology,Civil Engineering,Biological Sciences,Chemical Engineering,Languages, Literature & Linguistics,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemistry,Computer Science",False,False
5580,501–600,Montana State University,30.7–34.9,5580,18.1,953,18.2,575,66.1,370,48.2,304,27.2,820,United States,"14,023",18.8,4%,46 : 54,Montana State University,"Chemical Engineering,Architecture,Economics & Econometrics,Civil Engineering,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Medicine & Dentistry,Sociology,Chemistry,Mathematics & Statistics,Electrical & Electronic Engineering,Other Health,Veterinary Science,Psychology,Languages, Literature & Linguistics,Art, Performing Arts & Design,Physics & Astronomy,Business & Management,Agriculture & Forestry,Education,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Computer Science,Sport Science,History, Philosophy & Theology,Accounting & Finance,General Engineering",False,False
5630,501–600,New Jersey Institute of Technology,30.7–34.9,5630,19.7,840,14.7,686,59.7,445,34.2,780,55.4,371,United States,"11,423",21.1,18%,24 : 76,New Jersey Institute of Technology,"Civil Engineering,Other Health,Electrical & Electronic Engineering,History, Philosophy & Theology,Physics & Astronomy,Chemical Engineering,Chemistry,General Engineering,Mechanical & Aerospace Engineering,Accounting & Finance,Geography,Architecture,Geology, Environmental, Earth & Marine Sciences,Business & Management,Art, Performing Arts & Design,Communication & Media Studies,Law,Computer Science,Biological Sciences,Mathematics & Statistics,Psychology",False,False
5660,501–600,Oklahoma State University,30.7–34.9,5660,27.5,451,22.4,467,42.5,590,36.1,668,29.8,774,United States,"21,677",22.1,6%,49 : 51,Oklahoma State University,"Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Economics & Econometrics,General Engineering,Art, Performing Arts & Design,Chemical Engineering,Psychology,Mathematics & Statistics,Communication & Media Studies,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Veterinary Science,Archaeology,Business & Management,Politics & International Studies (incl Development Studies),Chemistry,Civil Engineering,Agriculture & Forestry,History, Philosophy & Theology,Architecture,Education,Other Health,Geography,Sport Science,Computer Science,Biological Sciences,Medicine & Dentistry,Accounting & Finance,Sociology,Physics & Astronomy",False,False
5830,501–600,University of South Dakota,30.7–34.9,5830,30.9,365,14.0,704,56.4,474,33.6,829,24.1,875,United States,"15,624",31.8,3%,61 : 39,University of South Dakota,"Mathematics & Statistics,Politics & International Studies (incl Development Studies),Psychology,Education,Business & Management,Geography,Computer Science,Communication & Media Studies,Sport Science,Economics & Econometrics,Art, Performing Arts & Design,Accounting & Finance,Chemistry,Sociology,History, Philosophy & Theology,Medicine & Dentistry,Biological Sciences,Other Health,Languages, Literature & Linguistics,Law,Physics & Astronomy",False,False
5860,501–600,Stevens Institute of Technology,30.7–34.9,5860,20.6,785,16.2,631,59.5,447,33.2,868,64.2,275,United States,"5,636",16.2,35%,29 : 71,Stevens Institute of Technology,"Computer Science,Civil Engineering,Chemical Engineering,General Engineering,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Business & Management,Sociology,Electrical & Electronic Engineering,Mathematics & Statistics,Art, Performing Arts & Design,Other Health,Physics & Astronomy,Languages, Literature & Linguistics,Biological Sciences,History, Philosophy & Theology,Chemistry",False,False
5890,501–600,University of Texas at Arlington,30.7–34.9,5890,20.8,774,16.4,623,51.5,513,37.7,583,41.3,595,United States,"26,325",25.3,14%,56 : 44,University of Texas at Arlington,"Mathematics & Statistics,Economics & Econometrics,Biological Sciences,Psychology,Other Health,Education,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Communication & Media Studies,History, Philosophy & Theology,Computer Science,Physics & Astronomy,Business & Management,Civil Engineering,Accounting & Finance,Sociology,Sport Science,Agriculture & Forestry,Languages, Literature & Linguistics,Architecture,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Chemistry,General Engineering",False,False
5900,501–600,Texas Tech University,30.7–34.9,5900,31.0,360,18.4,564,39.5,624,33.1,880,42.5,575,United States,"32,486",22.2,9%,46 : 54,Texas Tech University,"Sociology,Archaeology,Accounting & Finance,Art, Performing Arts & Design,Communication & Media Studies,Geography,Mathematics & Statistics,Education,Architecture,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,General Engineering,History, Philosophy & Theology,Biological Sciences,Law,Electrical & Electronic Engineering,Chemistry,Languages, Literature & Linguistics,Physics & Astronomy,Psychology,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Chemical Engineering,Agriculture & Forestry,Sport Science,Civil Engineering,Business & Management",False,False
5930,501–600,University of Toledo,30.7–34.9,5930,32.7,320,13.9,710,42.9,587,42.9,394,41.9,582,United States,"18,525",15.9,10%,50 : 50,University of Toledo,"Mechanical & Aerospace Engineering,Sociology,Economics & Econometrics,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Other Health,Languages, Literature & Linguistics,Mathematics & Statistics,Art, Performing Arts & Design,Law,Chemistry,Medicine & Dentistry,Accounting & Finance,Chemical Engineering,Civil Engineering,History, Philosophy & Theology,Psychology,Electrical & Electronic Engineering,Computer Science,Politics & International Studies (incl Development Studies),Geography,Biological Sciences,Education,General Engineering,Business & Management",False,False
6140,601–800,Auburn University,21.5–30.6,6140,31.8,342,20.2,512,30.9,726,38.9,524,33.2,719,United States,"23,186",18.2,5%,50 : 50,Auburn University,"Business & Management,Biological Sciences,Other Health,Education,History, Philosophy & Theology,Sport Science,Communication & Media Studies,Electrical & Electronic Engineering,Veterinary Science,Chemical Engineering,Art, Performing Arts & Design,Economics & Econometrics,Chemistry,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),General Engineering,Physics & Astronomy,Geography,Agriculture & Forestry,Accounting & Finance,Mechanical & Aerospace Engineering,Psychology,Sociology,Architecture,Medicine & Dentistry,Law,Mathematics & Statistics,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science",False,False
6180,601–800,Baylor University,21.5–30.6,6180,30.7,366,16.7,613,39.2,629,33.1,873,27.1,822,United States,"16,736",17.0,5%,57 : 43,Baylor University United States US USA,"Sociology,Education,Chemistry,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Agriculture & Forestry,Business & Management,Communication & Media Studies,Sport Science,General Engineering,Art, Performing Arts & Design,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Law,Physics & Astronomy,Electrical & Electronic Engineering,Psychology,Mechanical & Aerospace Engineering,Computer Science,Biological Sciences,Accounting & Finance,Mathematics & Statistics,Other Health",False,False
6470,601–800,University of Dayton,21.5–30.6,6470,30.2,381,15.1,664,22.3,833,37.8,576,33.0,721,United States,"10,502",15.2,15%,48 : 52,University of Dayton,"Languages, Literature & Linguistics,Veterinary Science,Civil Engineering,Electrical & Electronic Engineering,Agriculture & Forestry,Economics & Econometrics,Politics & International Studies (incl Development Studies),Business & Management,Mechanical & Aerospace Engineering,Other Health,Chemistry,Mathematics & Statistics,Computer Science,Archaeology,Communication & Media Studies,Sociology,History, Philosophy & Theology,General Engineering,Psychology,Education,Physics & Astronomy,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Biological Sciences,Chemical Engineering,Sport Science,Law",False,False
6570,601–800,Embry-Riddle Aeronautical University,21.5–30.6,6570,16.6,1034,7.4,1050,63.6,394,31.9,1031,27.6,816,United States,"15,514",15.3,11%,17 : 83,Embry-Riddle Aeronautical University,"Business & Management,Languages, Literature & Linguistics,Biological Sciences,Computer Science,Physics & Astronomy,Psychology,Mechanical & Aerospace Engineering,Communication & Media Studies",False,False
6650,601–800,Florida Atlantic University,21.5–30.6,6650,19.0,883,12.9,747,40.6,611,1.7,1090,45.5,524,United States,"17,330",15.8,10%,59 : 41,Florida Atlantic University,"History, Philosophy & Theology,Architecture,Computer Science,Psychology,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Geography,Education,Physics & Astronomy,Accounting & Finance,General Engineering,Art, Performing Arts & Design,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Business & Management,Electrical & Electronic Engineering,Mathematics & Statistics,Other Health,Sport Science,Sociology,Medicine & Dentistry,Chemistry,Archaeology,Civil Engineering,Communication & Media Studies,Biological Sciences",False,False
6660,601–800,Florida Institute of Technology,21.5–30.6,6660,22.4,683,12.7,757,26.1,779,34.7,741,59.7,323,United States,"5,343",14.6,35%,33 : 67,Florida Institute of Technology,"Computer Science,Sport Science,Sociology,Chemical Engineering,Mechanical & Aerospace Engineering,Other Health,Law,Civil Engineering,Agriculture & Forestry,Communication & Media Studies,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Psychology,General Engineering,Physics & Astronomy,Education,Chemistry,Business & Management,Biological Sciences",False,False
6930,601–800,Kansas State University,21.5–30.6,6930,24.3,580,17.8,588,44.1,572,41.5,433,45.1,531,United States,"22,017",14.7,11%,50 : 50,Kansas State University,"Agriculture & Forestry,Economics & Econometrics,Mathematics & Statistics,Chemical Engineering,Sociology,Biological Sciences,Computer Science,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Accounting & Finance,Electrical & Electronic Engineering,Business & Management,Geography,Psychology,Sport Science,Veterinary Science,Chemistry,Languages, Literature & Linguistics,Architecture,General Engineering,Physics & Astronomy,Education,Politics & International Studies (incl Development Studies),Communication & Media Studies,Art, Performing Arts & Design,Civil Engineering,Law,Other Health,Geology, Environmental, Earth & Marine Sciences",False,False
7110,601–800,Marquette University,21.5–30.6,7110,35.1,264,12.7,758,30.0,733,34.6,752,22.0,919,United States,"10,664",12.4,5%,52 : 48,Marquette University,"Economics & Econometrics,Sociology,Psychology,Mathematics & Statistics,Civil Engineering,Law,Business & Management,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Other Health,Chemistry,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Accounting & Finance,Chemical Engineering,Biological Sciences,Languages, Literature & Linguistics,General Engineering,Medicine & Dentistry,Physics & Astronomy,Sport Science,Education,Computer Science",False,False
7140,601–800,Mississippi State University,21.5–30.6,7140,19.0,884,15.8,643,42.9,586,34.9,729,23.1,895,United States,"38,420",28.6,4%,50 : 50,Mississippi State University,"Medicine & Dentistry,Mechanical & Aerospace Engineering,Sociology,Business & Management,Sport Science,Politics & International Studies (incl Development Studies),Accounting & Finance,Civil Engineering,Psychology,Architecture,Electrical & Electronic Engineering,Veterinary Science,Economics & Econometrics,Agriculture & Forestry,Geography,General Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Education,Chemistry,Other Health,Biological Sciences,Communication & Media Studies,Art, Performing Arts & Design,Chemical Engineering,Mathematics & Statistics,History, Philosophy & Theology,Computer Science,Geology, Environmental, Earth & Marine Sciences",False,False
7310,601–800,New Mexico State University (Main campus),21.5–30.6,7310,22.8,663,9.0,960,57.7,465,36.4,643,35.2,684,United States,"13,670",16.7,8%,53 : 47,New Mexico State University (Main campus),"Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Chemistry,Politics & International Studies (incl Development Studies),Geography,Computer Science,Electrical & Electronic Engineering,Civil Engineering,Other Health,Mathematics & Statistics,Sociology,Communication & Media Studies,Chemical Engineering,Languages, Literature & Linguistics,History, Philosophy & Theology,Sport Science,Psychology,Agriculture & Forestry,Biological Sciences,General Engineering,Economics & Econometrics,Medicine & Dentistry,Mechanical & Aerospace Engineering,Business & Management,Art, Performing Arts & Design,Education,Physics & Astronomy",False,False
7320,601–800,University of North Carolina at Greensboro,21.5–30.6,7320,22.9,657,20.2,515,41.0,607,33.0,887,19.1,995,United States,"17,774",23.9,3%,66 : 34,University of North Carolina at Greensboro,"Politics & International Studies (incl Development Studies),Communication & Media Studies,Art, Performing Arts & Design,Law,Sociology,Biological Sciences,Geography,Economics & Econometrics,Medicine & Dentistry,Psychology,Computer Science,Mathematics & Statistics,History, Philosophy & Theology,Education,Physics & Astronomy,Languages, Literature & Linguistics,Chemistry,Archaeology,Accounting & Finance,Sport Science,Business & Management,Other Health",False,False
7380,601–800,Old Dominion University,21.5–30.6,7380,24.2,587,18.2,576,51.0,518,1.7,1091,28.8,790,United States,"19,148",19.7,3%,54 : 46,Old Dominion University,"Medicine & Dentistry,Other Health,Mathematics & Statistics,Education,Politics & International Studies (incl Development Studies),Sociology,Sport Science,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Business & Management,Chemistry,History, Philosophy & Theology,Communication & Media Studies,Electrical & Electronic Engineering,Computer Science,Civil Engineering,Languages, Literature & Linguistics,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Physics & Astronomy,Psychology,General Engineering,Geography,Economics & Econometrics,Accounting & Finance",False,False
7500,601–800,Portland State University,21.5–30.6,7500,20.4,801,15.4,655,49.4,530,39.6,495,32.0,743,United States,"21,207",15.9,9%,54 : 46,Portland State University,"Business & Management,General Engineering,Geography,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Mathematics & Statistics,Art, Performing Arts & Design,Education,Politics & International Studies (incl Development Studies),Economics & Econometrics,Biological Sciences,Psychology,Accounting & Finance,Civil Engineering,Sociology,History, Philosophy & Theology,Electrical & Electronic Engineering,Sport Science,Architecture,Other Health,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Communication & Media Studies,Archaeology,Computer Science,Chemistry,Medicine & Dentistry,Chemical Engineering,Physics & Astronomy",False,False
7560,601–800,Rochester Institute of Technology,21.5–30.6,7560,20.1,816,17.7,593,41.2,606,33.6,828,37.9,642,United States,"13,784",16.2,17%,35 : 65,Rochester Institute of Technology,"Geology, Environmental, Earth & Marine Sciences,Architecture,Biological Sciences,Physics & Astronomy,Medicine & Dentistry,Business & Management,Communication & Media Studies,Mathematics & Statistics,Psychology,Other Health,Languages, Literature & Linguistics,Chemistry,General Engineering,Civil Engineering,Sociology,Computer Science,History, Philosophy & Theology,Sport Science,Art, Performing Arts & Design,Accounting & Finance,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Chemical Engineering,Economics & Econometrics",False,False
7860,601–800,University of Texas at El Paso,21.5–30.6,7860,20.9,769,20.6,500,33.9,686,31.7,1083,35.7,677,United States,"16,595",23.8,7%,53 : 47,University of Texas at El Paso,"Physics & Astronomy,Accounting & Finance,Sport Science,Art, Performing Arts & Design,Biological Sciences,Mechanical & Aerospace Engineering,Economics & Econometrics,Sociology,Education,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Other Health,Geography,Electrical & Electronic Engineering,Civil Engineering,General Engineering,Languages, Literature & Linguistics,Chemistry,Politics & International Studies (incl Development Studies),Computer Science,Psychology,Agriculture & Forestry,Communication & Media Studies,Business & Management",False,False
8310,801–1000,"California Polytechnic State University, San Luis Obispo",15.6–21.4,8310,16.6,1033,7.0,1067,33.3,691,37.0,614,32.4,731,United States,"18,838",20.5,2%,47 : 53,"California Polytechnic State University, San Luis Obispo","Agriculture & Forestry,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Sociology,Art, Performing Arts & Design,Education,Computer Science,Biological Sciences,Other Health,Mathematics & Statistics,Psychology,Communication & Media Studies,Electrical & Electronic Engineering,General Engineering,Geography,Physics & Astronomy,Chemical Engineering,Architecture,Politics & International Studies (incl Development Studies),Economics & Econometrics,Chemistry,Mechanical & Aerospace Engineering,Business & Management,Veterinary Science,Archaeology,Civil Engineering,History, Philosophy & Theology",False,False
9310,801–1000,Oakland University,15.6–21.4,9310,19.6,845,12.3,779,26.0,784,32.8,904,25.2,844,United States,"15,401",19.0,3%,59 : 41,Oakland University,"Mathematics & Statistics,Accounting & Finance,Medicine & Dentistry,Geography,Law,Psychology,History, Philosophy & Theology,Archaeology,Computer Science,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Veterinary Science,Mechanical & Aerospace Engineering,Business & Management,Chemistry,Chemical Engineering,Architecture,General Engineering,Languages, Literature & Linguistics,Physics & Astronomy,Sociology,Electrical & Electronic Engineering,Other Health,Biological Sciences,Communication & Media Studies,Economics & Econometrics,Sport Science,Politics & International Studies (incl Development Studies),Education,Art, Performing Arts & Design",False,False
9670,801–1000,University of Southern Mississippi,15.6–21.4,9670,20.4,802,9.2,949,25.1,803,48.8,295,22.4,913,United States,"13,576",18.2,3%,64 : 36,University of Southern Mississippi,"Accounting & Finance,Biological Sciences,Architecture,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Sport Science,Psychology,Education,Sociology,Communication & Media Studies,Art, Performing Arts & Design,Physics & Astronomy,Politics & International Studies (incl Development Studies),Computer Science,Mathematics & Statistics,General Engineering,Chemical Engineering,Business & Management,Chemistry,Geography,History, Philosophy & Theology,Other Health,Law,Languages, Literature & Linguistics",False,False
9770,801–1000,Texas State University,15.6–21.4,9770,21.2,744,12.0,794,25.2,802,32.6,931,17.5,1031,United States,"30,054",20.4,1%,57 : 43,Texas State University,"Education,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Architecture,General Engineering,History, Philosophy & Theology,Communication & Media Studies,Agriculture & Forestry,Computer Science,Art, Performing Arts & Design,Electrical & Electronic Engineering,Civil Engineering,Economics & Econometrics,Mathematics & Statistics,Languages, Literature & Linguistics,Sociology,Law,Chemistry,Business & Management,Geography,Biological Sciences,Sport Science,Other Health,Psychology,Mechanical & Aerospace Engineering,Accounting & Finance,Physics & Astronomy",False,False
