rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,city,state,zip,county,latitude,longitude
12470,1001+,Oakland University,10.7–22.1,12470,25.5,610,12.7,972,24.5,1026,35.3,1125,28.9,1012,United States,"15,887",18.9,4%,57 : 43,Oakland University,"Mathematics & Statistics,Accounting & Finance,Medicine & Dentistry,Geography,Law,Psychology,History, Philosophy & Theology,Archaeology,Computer Science,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Veterinary Science,Mechanical & Aerospace Engineering,Business & Management,Chemistry,Chemical Engineering,Architecture,General Engineering,Languages, Literature & Linguistics,Physics & Astronomy,Sociology,Electrical & Electronic Engineering,Other Health,Biological Sciences,Communication & Media Studies,Economics & Econometrics,Sport Science,Politics & International Studies (incl Development Studies),Education,Art, Performing Arts & Design",False,False,Rochester Hills,MI,48309,Oakland,42.674569,-83.216414
1550,=155,Arizona State University (Tempe),57.1,1550,39.3,229,50.7,112,81.6,222,38.5,760,61.8,360,United States,"46,683",21.1,21%,43 : 57,Arizona State University (Tempe),"Law,Mathematics & Statistics,Art, Performing Arts & Design,Other Health,Biological Sciences,Communication & Media Studies,Architecture,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Geography,Accounting & Finance,Economics & Econometrics,Chemistry,Politics & International Studies (incl Development Studies),Sport Science,Physics & Astronomy,Business & Management,Civil Engineering,Psychology,History, Philosophy & Theology,Education,Mechanical & Aerospace Engineering,Sociology,Archaeology,Electrical & Electronic Engineering,General Engineering,Computer Science,Languages, Literature & Linguistics",False,False,Tempe,AZ,85281,Maricopa,33.4172,-111.9355
4170,401–500,"Colorado State University, Fort Collins",38.8–42.3,4170,27.8,521,25.3,458,64.1,450,38.4,766,38.4,805,United States,"26,014",16.3,6%,53 : 47,"Colorado State University, Fort Collins","General Engineering,Business & Management,Geography,Geology, Environmental, Earth & Marine Sciences,Computer Science,Other Health,Sociology,Sport Science,Communication & Media Studies,Education,Art, Performing Arts & Design,Chemistry,Mathematics & Statistics,Agriculture & Forestry,Archaeology,Economics & Econometrics,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Accounting & Finance,Civil Engineering,Biological Sciences,History, Philosophy & Theology,Veterinary Science,Chemical Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Psychology",False,False,Fort Collins,CO,80523,Larimer,39.7448,-104.9887
160,16,Columbia University,87.0,160,85.6,14,82.6,27,98.2,29,44.8,453,79.3,191,United States,"26,586",5.8,37%,,Columbia University,"Politics & International Studies (incl Development Studies),Economics & Econometrics,Communication & Media Studies,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Mathematics & Statistics,Accounting & Finance,Agriculture & Forestry,Sport Science,Architecture,General Engineering,Chemical Engineering,Psychology,Law,Languages, Literature & Linguistics,Electrical & Electronic Engineering,History, Philosophy & Theology,Sociology,Computer Science,Chemistry,Archaeology,Other Health,Mechanical & Aerospace Engineering,Medicine & Dentistry,Biological Sciences,Physics & Astronomy,Business & Management",False,False,New York,NY,10027,New York,40.8075,-73.9619
390,=38,Georgia Institute of Technology,75.4,390,60.2,58,76.4,36,90.4,120,61.6,213,77.1,212,United States,"21,372",18.3,27%,33 : 67,Georgia Institute of Technology,"Architecture,Computer Science,Business & Management,Chemistry,Economics & Econometrics,General Engineering,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Chemical Engineering,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Physics & Astronomy,History, Philosophy & Theology,Civil Engineering,Languages, Literature & Linguistics,Sociology,Accounting & Finance,Geography,Psychology,Art, Performing Arts & Design,Mathematics & Statistics",False,False,Atlanta,GA,30332,Fulton,33.7756,-84.3963
1340,=134,Indiana University,58.4,1340,50.8,101,49.7,119,76.7,275,49.8,350,53.5,488,United States,"66,872",13.6,15%,52 : 48,Indiana University,"Civil Engineering,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,General Engineering,Chemistry,Medicine & Dentistry,Law,Accounting & Finance,Art, Performing Arts & Design,Communication & Media Studies,Sociology,Other Health,Economics & Econometrics,Archaeology,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Geography,Chemical Engineering,Sport Science,Business & Management,Veterinary Science,Physics & Astronomy,Agriculture & Forestry,Education,Architecture,Psychology,Computer Science,Biological Sciences",False,False,Bloomington,IN,47405,Monroe,39.1678,-86.5235
6910,601–800,Kent State University,28.3–35.2,6910,23.6,713,19.0,660,55.6,558,34.8,1224,42.6,706,United States,"24,559",20.4,9%,60 : 40,Kent State University,"Physics & Astronomy,Geography,Mechanical & Aerospace Engineering,Accounting & Finance,General Engineering,Politics & International Studies (incl Development Studies),Architecture,Communication & Media Studies,Medicine & Dentistry,Computer Science,Art, Performing Arts & Design,Sociology,Geology, Environmental, Earth & Marine Sciences,Other Health,Education,Mathematics & Statistics,Languages, Literature & Linguistics,Economics & Econometrics,Sport Science,Biological Sciences,Business & Management,Chemistry,History, Philosophy & Theology,Psychology,Veterinary Science",False,False,Kent,TX,44242,Portage,41.1516,-81.337
5500,501–600,Louisiana State University,35.3–38.7,5500,34.5,323,26.3,433,55.3,563,35.4,1100,35.5,873,United States,"29,169",20.7,6%,52 : 48,Louisiana State University,"Communication & Media Studies,Civil Engineering,Politics & International Studies (incl Development Studies),General Engineering,Business & Management,Sociology,Sport Science,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Architecture,Economics & Econometrics,Chemistry,Other Health,Education,Languages, Literature & Linguistics,Geography,Computer Science,Agriculture & Forestry,Mathematics & Statistics,Biological Sciences,Physics & Astronomy,Electrical & Electronic Engineering,History, Philosophy & Theology,Chemical Engineering,Psychology,Law,Art, Performing Arts & Design,Accounting & Finance,Mechanical & Aerospace Engineering",False,False,Baton Rouge,LA,70803,East Baton Rouge,30.4127,-91.1807
4560,401–500,Mizzou - University of Missouri,38.8–42.3,4560,34.9,319,24.2,488,65.7,432,35.5,1086,39.9,774,United States,"28,513",13.3,6%,53 : 47,Mizzou - University of Missouri,"Mechanical & Aerospace Engineering,Mathematics & Statistics,Other Health,Sociology,Chemical Engineering,Chemistry,Geology, Environmental, Earth & Marine Sciences,Sport Science,Business & Management,Geography,Civil Engineering,Education,Art, Performing Arts & Design,Archaeology,Biological Sciences,Veterinary Science,Medicine & Dentistry,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Economics & Econometrics,Agriculture & Forestry,Psychology,Computer Science,Accounting & Finance,Law,General Engineering,Languages, Literature & Linguistics,Physics & Astronomy,Communication & Media Studies",False,False,Columbia,MO,65211,Boone,38.941,-92.3264
7320,601–800,New Mexico State University (Main campus),28.3–35.2,7320,21.5,827,14.7,834,53.9,582,38.8,743,37.7,823,United States,"12,753",16.5,8%,54 : 46,New Mexico State University (Main campus),"Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Chemistry,Politics & International Studies (incl Development Studies),Geography,Computer Science,Electrical & Electronic Engineering,Civil Engineering,Other Health,Mathematics & Statistics,Sociology,Communication & Media Studies,Chemical Engineering,Languages, Literature & Linguistics,History, Philosophy & Theology,Sport Science,Psychology,Agriculture & Forestry,Biological Sciences,General Engineering,Economics & Econometrics,Medicine & Dentistry,Mechanical & Aerospace Engineering,Business & Management,Art, Performing Arts & Design,Education,Physics & Astronomy",False,False,Las Cruces,NY,88003,Doña Ana,32.2829,-106.7478
3300,301–350,North Carolina State University,44.5–46.8,3300,36.7,277,35.3,264,64.7,440,43.2,505,57.8,417,United States,"30,231",12.5,15%,45 : 55,North Carolina State University,"Biological Sciences,Art, Performing Arts & Design,Chemistry,Education,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Economics & Econometrics,Civil Engineering,Psychology,Computer Science,Communication & Media Studies,History, Philosophy & Theology,Architecture,Mathematics & Statistics,General Engineering,Mechanical & Aerospace Engineering,Sociology,Business & Management,Chemical Engineering,Physics & Astronomy,Veterinary Science,Accounting & Finance,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences",False,False,Raleigh,NC,27695,Wake,35.7851,-78.6744
1730,=173,"Northeastern University, US",55.6,1730,38.0,249,27.9,409,97.5,40,38.0,809,75.0,232,United States,"19,575",13.9,35%,49 : 51,"Northeastern University, US","Psychology,Accounting & Finance,Politics & International Studies (incl Development Studies),Veterinary Science,Communication & Media Studies,Physics & Astronomy,Civil Engineering,Art, Performing Arts & Design,Languages, Literature & Linguistics,Chemical Engineering,Mathematics & Statistics,Other Health,Business & Management,Architecture,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,General Engineering,Geography,Biological Sciences,Computer Science,Medicine & Dentistry,Education,Chemistry,Law,Sociology,Sport Science,Economics & Econometrics",False,False,Boston,MA,2115,Suffolk,42.3395,-71.0878
700,70,Ohio State University (Main campus),66.1,700,57.5,67,56.1,91,87.3,154,53.3,296,59.5,393,United States,"54,372",12.5,13%,50 : 50,Ohio State University (Main campus),"Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Chemical Engineering,Education,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Communication & Media Studies,Agriculture & Forestry,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Sport Science,Chemistry,Geography,History, Philosophy & Theology,Economics & Econometrics,Mathematics & Statistics,Languages, Literature & Linguistics,Other Health,Civil Engineering,Psychology,Medicine & Dentistry,General Engineering,Physics & Astronomy,Architecture,Computer Science,Veterinary Science,Business & Management,Law,Archaeology,Sociology",False,False,Columbus,OH,43210,Franklin,39.9995,-83.0082
7380,601–800,Ohio University (Main campus),28.3–35.2,7380,28.5,498,17.4,724,43.5,726,35.4,1106,30.6,968,United States,"25,013",22.3,5%,56 : 44,Ohio University (Main campus),"Psychology,Accounting & Finance,Chemistry,Geology, Environmental, Earth & Marine Sciences,Computer Science,Education,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Biological Sciences,Business & Management,General Engineering,Languages, Literature & Linguistics,Sociology,Mathematics & Statistics,Communication & Media Studies,Medicine & Dentistry,Economics & Econometrics,History, Philosophy & Theology,Physics & Astronomy,Sport Science,Chemical Engineering,Geography,Civil Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Other Health",False,False,Athens,OH,45701,Athens,39.3237,-82.1035
4630,401–500,Oklahoma State University,38.8–42.3,4630,24.1,679,21.5,572,71.1,360,36.9,915,44.3,670,United States,"21,494",15.8,7%,50 : 50,Oklahoma State University,"Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Economics & Econometrics,General Engineering,Art, Performing Arts & Design,Chemical Engineering,Psychology,Mathematics & Statistics,Communication & Media Studies,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Veterinary Science,Archaeology,Business & Management,Politics & International Studies (incl Development Studies),Chemistry,Civil Engineering,Agriculture & Forestry,History, Philosophy & Theology,Architecture,Education,Other Health,Geography,Sport Science,Computer Science,Biological Sciences,Medicine & Dentistry,Accounting & Finance,Sociology,Physics & Astronomy",False,False,Stillwater,OK,74078,Payne,36.123,-97.0696
2790,251–300,Oregon Health and Science University,46.9–50.0,2790,35.7,299,16.7,756,99.7,13,47.6,382,26.6,1062,United States,"2,895",1.0,3%,66 : 34,Oregon Health and Science University,"Other Health,Psychology,Medicine & Dentistry,Biological Sciences,Chemistry",False,False,Portland,OR,97239,Multnomah,45.4988,-122.686
880,88,Purdue University West Lafayette,63.1,880,57.5,68,66.4,56,63.0,462,64.3,191,72.0,255,United States,"40,451",15.7,23%,43 : 57,Purdue University West Lafayette,"Architecture,History, Philosophy & Theology,Sociology,Chemistry,Education,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Chemical Engineering,Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Sport Science,Psychology,Law,Business & Management,Electrical & Electronic Engineering,Art, Performing Arts & Design,Economics & Econometrics,Computer Science,Agriculture & Forestry,Mathematics & Statistics,Civil Engineering,Medicine & Dentistry,Communication & Media Studies,Politics & International Studies (incl Development Studies),Other Health,Mechanical & Aerospace Engineering,Veterinary Science,Accounting & Finance",False,False,West Lafayette,IN,47907,Tippecanoe,40.4281,-86.9143
1700,=168,Rutgers University – New Brunswick,56.0,1700,47.8,126,48.5,128,73.9,320,41.1,600,51.5,526,United States,"44,801",11.2,17%,52 : 48,Rutgers University – New Brunswick,"Psychology,Sociology,Accounting & Finance,Mechanical & Aerospace Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Art, Performing Arts & Design,Medicine & Dentistry,Agriculture & Forestry,Chemical Engineering,Communication & Media Studies,Other Health,Chemistry,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Business & Management,Electrical & Electronic Engineering,Geography,Architecture,Education,Sport Science,History, Philosophy & Theology,Civil Engineering,Computer Science,Biological Sciences,Politics & International Studies (incl Development Studies)",False,False,New Brunswick,NJ,8901,Middlesex,40.4995,-74.447
3920,351–400,SUNY University at Albany,42.4–44.4,3920,24.0,688,35.4,263,72.8,342,40.1,660,49.6,559,United States,"15,947",16.6,10%,52 : 48,SUNY University at Albany,"Computer Science,Geography,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Archaeology,Electrical & Electronic Engineering,Other Health,Sociology,Business & Management,Biological Sciences,Economics & Econometrics,Art, Performing Arts & Design,Physics & Astronomy,Education,Communication & Media Studies,History, Philosophy & Theology,Chemistry,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Psychology,Accounting & Finance",False,False,Albany,NY,12222,Albany,42.6869,-73.8249
1780,178,Texas A&M University,55.3,1780,49.3,107,54.8,97,62.8,466,45.3,439,54.3,471,United States,"60,818",24.8,8%,47 : 53,Texas A&M University,"Art, Performing Arts & Design,Sociology,Chemistry,History, Philosophy & Theology,Business & Management,Law,Economics & Econometrics,Medicine & Dentistry,Veterinary Science,Psychology,Politics & International Studies (incl Development Studies),Geography,Computer Science,Archaeology,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,Communication & Media Studies,Architecture,Other Health,Chemical Engineering,General Engineering,Languages, Literature & Linguistics,Accounting & Finance,Civil Engineering,Biological Sciences,Sport Science,Education,Agriculture & Forestry",False,False,College Station,TX,77843,Brazos,30.6107,-96.3491
13450,1001+,Texas State University,10.7–22.1,13450,17.4,1132,14.3,857,27.3,980,36.4,973,30.4,977,United States,"31,893",19.1,1%,58 : 42,Texas State University,"Education,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Architecture,General Engineering,History, Philosophy & Theology,Communication & Media Studies,Agriculture & Forestry,Computer Science,Art, Performing Arts & Design,Electrical & Electronic Engineering,Civil Engineering,Economics & Econometrics,Mathematics & Statistics,Languages, Literature & Linguistics,Sociology,Law,Chemistry,Business & Management,Geography,Biological Sciences,Sport Science,Other Health,Psychology,Mechanical & Aerospace Engineering,Accounting & Finance,Physics & Astronomy",False,False,San Marcos,TX,78666,Hays,29.888,-97.9391
90,9,The University of Chicago,90.2,90,89.1,9,91.4,11,96.7,49,52.7,306,76.0,218,United States,"13,833",5.7,28%,46 : 54,The University of Chicago,"Business & Management,Physics & Astronomy,Economics & Econometrics,Psychology,Accounting & Finance,Law,Politics & International Studies (incl Development Studies),Chemical Engineering,Sociology,Archaeology,Computer Science,Art, Performing Arts & Design,Geography,Biological Sciences,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Mathematics & Statistics,Medicine & Dentistry,Chemistry",False,False,Chicago,IL,60637,Cook,41.7901,-87.6009
3430,301–350,The University of Tennessee-Knoxville,44.5–46.8,3430,32.9,367,23.4,517,80.3,234,43.9,481,45.7,643,United States,"25,907",16.8,5%,,The University of Tennessee-Knoxville,"Physics & Astronomy,Economics & Econometrics,Electrical & Electronic Engineering,General Engineering,Mechanical & Aerospace Engineering,Law,History, Philosophy & Theology,Business & Management,Geology, Environmental, Earth & Marine Sciences,Architecture,Agriculture & Forestry,Geography,Education,Biological Sciences,Archaeology,Other Health,Sport Science,Sociology,Computer Science,Veterinary Science,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Chemical Engineering,Psychology,Languages, Literature & Linguistics,Civil Engineering,Mathematics & Statistics,Communication & Media Studies,Chemistry,Accounting & Finance",False,False,Knoxville,TN,37996,Knox,35.9551,-83.92966
3460,301–350,Tulane University,44.5–46.8,3460,42.3,181,24.1,495,72.7,344,37.0,906,41.9,725,United States,"11,185",9.8,11%,57 : 43,Tulane University,"Languages, Literature & Linguistics,Chemistry,Art, Performing Arts & Design,Computer Science,Biological Sciences,Architecture,Education,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Mechanical & Aerospace Engineering,Sociology,History, Philosophy & Theology,Sport Science,Accounting & Finance,Agriculture & Forestry,Communication & Media Studies,Other Health,Law,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Physics & Astronomy,Economics & Econometrics,Psychology,Mathematics & Statistics",False,False,New Orleans,LA,70118,Orleans,29.9397,-90.1203
130,=13,"University of California, Berkeley",88.3,130,83.0,17,90.6,13,99.2,16,46.1,420,70.4,269,United States,"41,081",13.7,17%,50 : 50,"University of California, Berkeley","Communication & Media Studies,Education,Civil Engineering,Languages, Literature & Linguistics,Mathematics & Statistics,History, Philosophy & Theology,Agriculture & Forestry,Psychology,Economics & Econometrics,Mechanical & Aerospace Engineering,Geography,Chemical Engineering,Business & Management,Archaeology,Law,Physics & Astronomy,Politics & International Studies (incl Development Studies),Architecture,Biological Sciences,Sociology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Electrical & Electronic Engineering,Art, Performing Arts & Design,Chemistry,General Engineering,Other Health",False,False,Berkeley,CA,94720,Alameda,37.8757,-122.2484
550,=55,"University of California, Davis",69.7,550,62.4,52,66.9,53,83.2,203,51.4,320,62.4,353,United States,"39,164",12.0,14%,58 : 42,"University of California, Davis","Agriculture & Forestry,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Mathematics & Statistics,Chemical Engineering,Art, Performing Arts & Design,Medicine & Dentistry,Business & Management,History, Philosophy & Theology,Psychology,General Engineering,Law,Civil Engineering,Geography,Physics & Astronomy,Chemistry,Sociology,Veterinary Science,Economics & Econometrics,Other Health,Biological Sciences,Computer Science,Accounting & Finance,Education,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Languages, Literature & Linguistics",False,False,Davis,CA,95616,Yolo,38.5381,-121.751
960,=96,"University of California, Irvine",62.3,960,43.3,166,46.5,144,94.9,74,58.9,241,71.9,256,United States,"32,706",16.5,26%,52 : 48,"University of California, Irvine","Languages, Literature & Linguistics,Biological Sciences,Chemical Engineering,Mathematics & Statistics,Economics & Econometrics,Sociology,Civil Engineering,Business & Management,General Engineering,Architecture,Computer Science,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Law,Other Health,Electrical & Electronic Engineering,Physics & Astronomy,Art, Performing Arts & Design,Education,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Chemistry,Medicine & Dentistry,Mechanical & Aerospace Engineering,Psychology",False,False,Irvine,CA,92697,Orange,33.6431,-117.8378
170,17,"University of California, Los Angeles",86.8,170,83.1,16,88.6,20,97.3,42,51.3,324,64.1,330,United States,"41,066",9.4,17%,54 : 46,"University of California, Los Angeles","Chemical Engineering,Psychology,Biological Sciences,Mechanical & Aerospace Engineering,Medicine & Dentistry,General Engineering,Communication & Media Studies,Agriculture & Forestry,Business & Management,Politics & International Studies (incl Development Studies),Accounting & Finance,Art, Performing Arts & Design,History, Philosophy & Theology,Computer Science,Chemistry,Sociology,Languages, Literature & Linguistics,Sport Science,Other Health,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Archaeology,Mathematics & Statistics,Education,Economics & Econometrics,Geography,Architecture,Physics & Astronomy,Electrical & Electronic Engineering,Law,Veterinary Science",False,False,Los Angeles,CA,90095,Los Angeles,34.0688,-118.4439
3590,351–400,"University of California, Merced",42.4–44.4,3590,17.1,1150,21.6,569,95.3,67,38.0,804,42.4,712,United States,"7,324",20.9,8%,51 : 49,"University of California, Merced","Economics & Econometrics,History, Philosophy & Theology,Electrical & Electronic Engineering,Mathematics & Statistics,Business & Management,General Engineering,Sociology,Civil Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Biological Sciences,Chemistry,Languages, Literature & Linguistics,Psychology,Other Health",False,False,Merced,CA,95343,Merced,37.3662,-120.4249
2570,251–300,"University of California, Riverside",46.9–50.0,2570,31.2,404,30.3,346,85.9,171,39.4,696,64.7,321,United States,"22,272",18.0,14%,53 : 47,"University of California, Riverside","Economics & Econometrics,Mathematics & Statistics,Chemical Engineering,Chemistry,Languages, Literature & Linguistics,General Engineering,Sociology,History, Philosophy & Theology,Psychology,Other Health,Physics & Astronomy,Accounting & Finance,Agriculture & Forestry,Medicine & Dentistry,Communication & Media Studies,Biological Sciences,Education,Mechanical & Aerospace Engineering,Computer Science,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Business & Management,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies)",False,False,Riverside,CA,92521,Riverside,33.9745,-117.3287
310,31,"University of California, San Diego",78.8,310,62.6,50,78.9,29,97.7,37,90.3,57,63.7,335,United States,"33,579",13.0,23%,46 : 54,"University of California, San Diego","Other Health,Computer Science,Chemical Engineering,Physics & Astronomy,Economics & Econometrics,General Engineering,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Biological Sciences,Sociology,History, Philosophy & Theology,Education,Mathematics & Statistics,Business & Management,Electrical & Electronic Engineering,Communication & Media Studies,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Chemistry,Accounting & Finance,Civil Engineering,Psychology,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences",False,False,San Diego,CA,92093,San Diego,32.881,-117.2377
570,=57,"University of California, Santa Barbara",69.6,570,47.9,124,63.6,62,96.4,52,84.5,87,68.1,290,United States,"24,089",27.6,16%,52 : 48,"University of California, Santa Barbara","Archaeology,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Veterinary Science,Geography,Chemical Engineering,Communication & Media Studies,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Architecture,Biological Sciences,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Education,Physics & Astronomy,Languages, Literature & Linguistics,Mathematics & Statistics,Computer Science,Chemistry,Agriculture & Forestry,Economics & Econometrics,Electrical & Electronic Engineering,Psychology,Sociology",False,False,Santa Barbara,CA,93106,Santa Barbara,34.4123,-119.8514
1800,=179,"University of California, Santa Cruz",55.2,1800,33.1,359,34.9,269,97.7,38,39.1,716,60.6,377,United States,"18,783",23.0,10%,50 : 50,"University of California, Santa Cruz","Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Biological Sciences,Archaeology,Agriculture & Forestry,Business & Management,Physics & Astronomy,Languages, Literature & Linguistics,General Engineering,Computer Science,Chemistry,Other Health,Mathematics & Statistics,Education,Sociology,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Psychology",False,False,Santa Cruz,CA,95064,Santa Cruz,36.999,-122.0607
2120,201–250,University of Hawai’i at Mānoa,50.1–53.7,2120,36.3,283,38.9,224,73.8,322,51.5,317,65.5,312,United States,"15,054",10.8,10%,57 : 43,University of Hawai’i at Mānoa,"Economics & Econometrics,Mechanical & Aerospace Engineering,Physics & Astronomy,Accounting & Finance,Law,Psychology,Languages, Literature & Linguistics,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Other Health,Geography,Architecture,Computer Science,Chemistry,Sociology,Medicine & Dentistry,Electrical & Electronic Engineering,Mathematics & Statistics,Archaeology,Civil Engineering,Sport Science,Business & Management,General Engineering,Communication & Media Studies,History, Philosophy & Theology,Chemical Engineering,Biological Sciences,Art, Performing Arts & Design,Education,Veterinary Science,Politics & International Studies (incl Development Studies)",False,False,Honolulu,HI,96822,Honolulu,21.2972,-157.8162
2700,251–300,University of Illinois Chicago,46.9–50.0,2700,45.0,145,33.4,294,69.7,380,43.2,504,54.9,458,United States,"27,031",11.5,20%,52 : 48,University of Illinois Chicago,"Civil Engineering,Communication & Media Studies,Business & Management,Art, Performing Arts & Design,Physics & Astronomy,General Engineering,Archaeology,Biological Sciences,Geography,Computer Science,Chemical Engineering,Law,Mathematics & Statistics,Languages, Literature & Linguistics,History, Philosophy & Theology,Medicine & Dentistry,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Other Health,Chemistry,Education,Psychology,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Architecture,Accounting & Finance,Sport Science,Sociology,Electrical & Electronic Engineering",False,False,Chicago,IL,60607,Cook,41.8718,-87.6505
7130,601–800,"University of Maryland, Baltimore County",28.3–35.2,7130,22.9,755,17.4,722,57.8,531,35.7,1055,34.3,896,United States,"11,667",18.1,8%,45 : 55,"University of Maryland, Baltimore County","Sociology,Languages, Literature & Linguistics,Civil Engineering,Physics & Astronomy,Art, Performing Arts & Design,Biological Sciences,Psychology,Economics & Econometrics,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Geography,General Engineering,History, Philosophy & Theology,Agriculture & Forestry,Electrical & Electronic Engineering,Chemistry,Computer Science,Communication & Media Studies,Other Health,Accounting & Finance,Business & Management,Education,Mathematics & Statistics,Chemical Engineering",False,False,Baltimore,MD,21250,Baltimore,39.2567,-76.7115
910,=91,"University of Maryland, College Park",62.7,910,46.9,133,59.1,79,89.6,130,39.2,714,41.2,743,United States,"33,108",16.6,11%,48 : 52,"University of Maryland, College Park","Chemical Engineering,Business & Management,Architecture,History, Philosophy & Theology,Chemistry,Other Health,Art, Performing Arts & Design,Electrical & Electronic Engineering,Archaeology,Politics & International Studies (incl Development Studies),Education,Sociology,Accounting & Finance,Mechanical & Aerospace Engineering,Physics & Astronomy,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Agriculture & Forestry,Communication & Media Studies,Veterinary Science,General Engineering,Economics & Econometrics,Sport Science,Geography,Biological Sciences,Mathematics & Statistics,Computer Science",False,False,College Park,MD,20742,Prince George's,38.9886,-76.9396
2240,201–250,University of Massachusetts,50.1–53.7,2240,38.5,242,31.1,331,87.0,158,49.9,348,61.7,363,United States,"61,204",13.0,15%,48 : 52,University of Massachusetts,"Medicine & Dentistry,Sport Science,Sociology,Communication & Media Studies,Agriculture & Forestry,Art, Performing Arts & Design,Architecture,Other Health,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Psychology,Geography,Electrical & Electronic Engineering,General Engineering,Languages, Literature & Linguistics,Physics & Astronomy,Law,Chemistry,Chemical Engineering,Archaeology,Civil Engineering,Mathematics & Statistics,Accounting & Finance,Business & Management,Economics & Econometrics,Politics & International Studies (incl Development Studies),Biological Sciences,Computer Science,Education,Veterinary Science",False,False,Amherst,MA,1003,Hampshire,42.3886,-72.5293
