rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,city,state,zip,county,latitude,longitude
1240,=123,Arizona State University (Tempe),59.0,1240,42.7,173,47.4,130,88.7,136,38.6,678,58.6,377,United States,"46,362",20.8,20%,43 : 57,Arizona State University (Tempe),"Law,Mathematics & Statistics,Art, Performing Arts & Design,Other Health,Biological Sciences,Communication & Media Studies,Architecture,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Geography,Accounting & Finance,Economics & Econometrics,Chemistry,Politics & International Studies (incl Development Studies),Sport Science,Physics & Astronomy,Business & Management,Civil Engineering,Psychology,History, Philosophy & Theology,Education,Mechanical & Aerospace Engineering,Sociology,Archaeology,Electrical & Electronic Engineering,General Engineering,Computer Science,Languages, Literature & Linguistics",False,False,Tempe,AZ,85281,Maricopa,33.4172,-111.9355
4170,401–500,"Colorado State University, Fort Collins",37.1–41.6,4170,29.0,461,25.7,417,68.1,378,39.1,648,38.4,717,United States,"25,374",16.5,6%,53 : 47,"Colorado State University, Fort Collins","General Engineering,Business & Management,Geography,Geology, Environmental, Earth & Marine Sciences,Computer Science,Other Health,Sociology,Sport Science,Communication & Media Studies,Education,Art, Performing Arts & Design,Chemistry,Mathematics & Statistics,Agriculture & Forestry,Archaeology,Economics & Econometrics,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Accounting & Finance,Civil Engineering,Biological Sciences,History, Philosophy & Theology,Veterinary Science,Chemical Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Psychology",False,False,Fort Collins,CO,80523,Larimer,39.7448,-104.9887
160,16,Columbia University,87.2,160,85.4,14,83.1,24,98.8,21,44.8,414,79.0,174,United States,"26,586",6.0,37%,,Columbia University,"Politics & International Studies (incl Development Studies),Economics & Econometrics,Communication & Media Studies,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Mathematics & Statistics,Accounting & Finance,Agriculture & Forestry,Sport Science,Architecture,General Engineering,Chemical Engineering,Psychology,Law,Languages, Literature & Linguistics,Electrical & Electronic Engineering,History, Philosophy & Theology,Sociology,Computer Science,Chemistry,Archaeology,Other Health,Mechanical & Aerospace Engineering,Medicine & Dentistry,Biological Sciences,Physics & Astronomy,Business & Management",False,False,New York,NY,10027,New York,40.8075,-73.9619
340,34,Georgia Institute of Technology,77.5,340,62.5,53,76.1,33,95.1,64,62.2,191,77.1,193,United States,"21,903",21.5,27%,32 : 68,Georgia Institute of Technology,"Architecture,Computer Science,Business & Management,Chemistry,Economics & Econometrics,General Engineering,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Chemical Engineering,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Physics & Astronomy,History, Philosophy & Theology,Civil Engineering,Languages, Literature & Linguistics,Sociology,Accounting & Finance,Geography,Psychology,Art, Performing Arts & Design,Mathematics & Statistics",False,False,Atlanta,GA,30332,Fulton,33.7756,-84.3963
1470,=146,Indiana University,57.3,1470,49.4,108,45.6,143,78.6,253,52.8,271,52.6,463,United States,"65,707",13.8,16%,52 : 48,Indiana University,"Civil Engineering,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,General Engineering,Chemistry,Medicine & Dentistry,Law,Accounting & Finance,Art, Performing Arts & Design,Communication & Media Studies,Sociology,Other Health,Economics & Econometrics,Archaeology,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Geography,Chemical Engineering,Sport Science,Business & Management,Veterinary Science,Physics & Astronomy,Agriculture & Forestry,Education,Architecture,Psychology,Computer Science,Biological Sciences",False,False,Bloomington,IN,47405,Monroe,39.1678,-86.5235
5380,501–600,Kent State University,33.5–37.0,5380,21.3,764,17.5,675,63.7,443,34.1,1171,40.8,671,United States,"24,469",19.3,10%,59 : 41,Kent State University,"Physics & Astronomy,Geography,Mechanical & Aerospace Engineering,Accounting & Finance,General Engineering,Politics & International Studies (incl Development Studies),Architecture,Communication & Media Studies,Medicine & Dentistry,Computer Science,Art, Performing Arts & Design,Sociology,Geology, Environmental, Earth & Marine Sciences,Other Health,Education,Mathematics & Statistics,Languages, Literature & Linguistics,Economics & Econometrics,Sport Science,Biological Sciences,Business & Management,Chemistry,History, Philosophy & Theology,Psychology,Veterinary Science",False,False,Kent,TX,44242,Portage,41.1516,-81.337
5480,501–600,Louisiana State University,33.5–37.0,5480,33.0,347,22.4,499,54.6,542,34.0,1230,34.5,800,United States,"29,533",20.5,6%,52 : 48,Louisiana State University,"Communication & Media Studies,Civil Engineering,Politics & International Studies (incl Development Studies),General Engineering,Business & Management,Sociology,Sport Science,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Architecture,Economics & Econometrics,Chemistry,Other Health,Education,Languages, Literature & Linguistics,Geography,Computer Science,Agriculture & Forestry,Mathematics & Statistics,Biological Sciences,Physics & Astronomy,Electrical & Electronic Engineering,History, Philosophy & Theology,Chemical Engineering,Psychology,Law,Art, Performing Arts & Design,Accounting & Finance,Mechanical & Aerospace Engineering",False,False,Baton Rouge,LA,70803,East Baton Rouge,30.4127,-91.1807
7260,601–800,New Mexico State University (Main campus),26.0–33.4,7260,21.8,746,14.3,788,53.9,545,38.6,683,35.5,778,United States,"13,329",17.3,8%,53 : 47,New Mexico State University (Main campus),"Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Chemistry,Politics & International Studies (incl Development Studies),Geography,Computer Science,Electrical & Electronic Engineering,Civil Engineering,Other Health,Mathematics & Statistics,Sociology,Communication & Media Studies,Chemical Engineering,Languages, Literature & Linguistics,History, Philosophy & Theology,Sport Science,Psychology,Agriculture & Forestry,Biological Sciences,General Engineering,Economics & Econometrics,Medicine & Dentistry,Mechanical & Aerospace Engineering,Business & Management,Art, Performing Arts & Design,Education,Physics & Astronomy",False,False,Las Cruces,NY,88003,Doña Ana,32.2829,-106.7478
2730,251–300,North Carolina State University,46.4–49.4,2730,37.3,253,34.3,257,69.8,357,43.4,451,55.9,413,United States,"30,190",12.8,14%,45 : 55,North Carolina State University,"Biological Sciences,Art, Performing Arts & Design,Chemistry,Education,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Economics & Econometrics,Civil Engineering,Psychology,Computer Science,Communication & Media Studies,History, Philosophy & Theology,Architecture,Mathematics & Statistics,General Engineering,Mechanical & Aerospace Engineering,Sociology,Business & Management,Chemical Engineering,Physics & Astronomy,Veterinary Science,Accounting & Finance,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences",False,False,Raleigh,NC,27695,Wake,35.7851,-78.6744
1850,=184,"Northeastern University, US",54.4,1850,37.0,262,26.5,401,96.3,47,37.2,787,74.0,217,United States,"19,191",13.8,33%,49 : 51,"Northeastern University, US","Psychology,Accounting & Finance,Politics & International Studies (incl Development Studies),Veterinary Science,Communication & Media Studies,Physics & Astronomy,Civil Engineering,Art, Performing Arts & Design,Languages, Literature & Linguistics,Chemical Engineering,Mathematics & Statistics,Other Health,Business & Management,Architecture,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,General Engineering,Geography,Biological Sciences,Computer Science,Medicine & Dentistry,Education,Chemistry,Law,Sociology,Sport Science,Economics & Econometrics",False,False,Boston,MA,2115,Suffolk,42.3395,-71.0878
720,=71,Ohio State University (Main campus),65.3,720,56.7,74,54.9,84,87.1,160,52.9,270,58.3,384,United States,"53,540",12.8,12%,49 : 51,Ohio State University (Main campus),"Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Chemical Engineering,Education,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Communication & Media Studies,Agriculture & Forestry,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Sport Science,Chemistry,Geography,History, Philosophy & Theology,Economics & Econometrics,Mathematics & Statistics,Languages, Literature & Linguistics,Other Health,Civil Engineering,Psychology,Medicine & Dentistry,General Engineering,Physics & Astronomy,Architecture,Computer Science,Veterinary Science,Business & Management,Law,Archaeology,Sociology",False,False,Columbus,OH,43210,Franklin,39.9995,-83.0082
5650,501–600,Oklahoma State University,33.5–37.0,5650,26.0,559,19.6,601,60.9,473,37.0,799,42.9,643,United States,"21,638",15.6,7%,49 : 51,Oklahoma State University,"Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Economics & Econometrics,General Engineering,Art, Performing Arts & Design,Chemical Engineering,Psychology,Mathematics & Statistics,Communication & Media Studies,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Veterinary Science,Archaeology,Business & Management,Politics & International Studies (incl Development Studies),Chemistry,Civil Engineering,Agriculture & Forestry,History, Philosophy & Theology,Architecture,Education,Other Health,Geography,Sport Science,Computer Science,Biological Sciences,Medicine & Dentistry,Accounting & Finance,Sociology,Physics & Astronomy",False,False,Stillwater,OK,74078,Payne,36.123,-97.0696
2740,251–300,Oregon Health and Science University,46.4–49.4,2740,35.1,305,16.5,708,99.5,9,45.0,409,25.6,978,United States,"2,899",1.0,3%,65 : 35,Oregon Health and Science University,"Other Health,Psychology,Medicine & Dentistry,Biological Sciences,Chemistry",False,False,Portland,OR,97239,Multnomah,45.4988,-122.686
640,64,Purdue University West Lafayette,67.4,640,61.6,57,68.6,49,71.1,348,64.6,176,71.8,236,United States,"39,409",17.0,23%,42 : 58,Purdue University West Lafayette,"Architecture,History, Philosophy & Theology,Sociology,Chemistry,Education,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Chemical Engineering,Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Sport Science,Psychology,Law,Business & Management,Electrical & Electronic Engineering,Art, Performing Arts & Design,Economics & Econometrics,Computer Science,Agriculture & Forestry,Mathematics & Statistics,Civil Engineering,Medicine & Dentistry,Communication & Media Studies,Politics & International Studies (incl Development Studies),Other Health,Mechanical & Aerospace Engineering,Veterinary Science,Accounting & Finance",False,False,West Lafayette,IN,47907,Tippecanoe,40.4281,-86.9143
1780,=176,Rutgers University – New Brunswick,54.9,1780,45.4,140,44.5,148,77.4,268,39.8,610,50.4,506,United States,"44,127",11.2,16%,52 : 48,Rutgers University – New Brunswick,"Psychology,Sociology,Accounting & Finance,Mechanical & Aerospace Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Art, Performing Arts & Design,Medicine & Dentistry,Agriculture & Forestry,Chemical Engineering,Communication & Media Studies,Other Health,Chemistry,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Business & Management,Electrical & Electronic Engineering,Geography,Architecture,Education,Sport Science,History, Philosophy & Theology,Civil Engineering,Computer Science,Biological Sciences,Politics & International Studies (incl Development Studies)",False,False,New Brunswick,NJ,8901,Middlesex,40.4995,-74.447
4840,401–500,SUNY University at Albany,37.1–41.6,4840,21.7,754,35.2,245,65.5,415,37.5,765,48.6,531,United States,"15,954",16.2,10%,52 : 48,SUNY University at Albany,"Computer Science,Geography,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Archaeology,Electrical & Electronic Engineering,Other Health,Sociology,Business & Management,Biological Sciences,Economics & Econometrics,Art, Performing Arts & Design,Physics & Astronomy,Education,Communication & Media Studies,History, Philosophy & Theology,Chemistry,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Psychology,Accounting & Finance",False,False,Albany,NY,12222,Albany,42.6869,-73.8249
5760,501–600,Saint Louis University,33.5–37.0,5760,36.6,269,14.9,766,60.5,480,36.3,868,28.5,918,United States,"11,220",7.3,7%,59 : 41,Saint Louis University,"Chemistry,Electrical & Electronic Engineering,Art, Performing Arts & Design,Physics & Astronomy,Education,Civil Engineering,Sociology,Geology, Environmental, Earth & Marine Sciences,General Engineering,Economics & Econometrics,Communication & Media Studies,Biological Sciences,Computer Science,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Sport Science,Chemical Engineering,History, Philosophy & Theology,Geography,Other Health,Medicine & Dentistry,Psychology,Accounting & Finance,Agriculture & Forestry,Languages, Literature & Linguistics,Business & Management,Law",False,False,St. Louis,MO,63103,St. Louis City,38.6365,-90.2333
1730,=171,Texas A&M University,55.4,1730,51.6,94,54.6,87,61.1,470,47.5,368,53.4,450,United States,"58,567",25.8,9%,48 : 52,Texas A&M University,"Art, Performing Arts & Design,Sociology,Chemistry,History, Philosophy & Theology,Business & Management,Law,Economics & Econometrics,Medicine & Dentistry,Veterinary Science,Psychology,Politics & International Studies (incl Development Studies),Geography,Computer Science,Archaeology,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,Communication & Media Studies,Architecture,Other Health,Chemical Engineering,General Engineering,Languages, Literature & Linguistics,Accounting & Finance,Civil Engineering,Biological Sciences,Sport Science,Education,Agriculture & Forestry",False,False,College Station,TX,77843,Brazos,30.6107,-96.3491
9790,801–1000,Texas State University,19.0–25.9,9790,17.4,994,11.7,934,24.4,922,34.4,1116,30.5,879,United States,"31,120",19.7,1%,58 : 42,Texas State University,"Education,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Architecture,General Engineering,History, Philosophy & Theology,Communication & Media Studies,Agriculture & Forestry,Computer Science,Art, Performing Arts & Design,Electrical & Electronic Engineering,Civil Engineering,Economics & Econometrics,Mathematics & Statistics,Languages, Literature & Linguistics,Sociology,Law,Chemistry,Business & Management,Geography,Biological Sciences,Sport Science,Other Health,Psychology,Mechanical & Aerospace Engineering,Accounting & Finance,Physics & Astronomy",False,False,San Marcos,TX,78666,Hays,29.888,-97.9391
100,10,The University of Chicago,90.2,100,90.2,7,90.1,13,99.0,17,41.4,528,70.9,243,United States,"13,562",6.1,25%,44 : 56,The University of Chicago,"Business & Management,Physics & Astronomy,Economics & Econometrics,Psychology,Accounting & Finance,Law,Politics & International Studies (incl Development Studies),Chemical Engineering,Sociology,Archaeology,Computer Science,Art, Performing Arts & Design,Geography,Biological Sciences,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Mathematics & Statistics,Medicine & Dentistry,Chemistry",False,False,Chicago,IL,60637,Cook,41.7901,-87.6009
3430,301–350,The University of Tennessee-Knoxville,44.0–46.3,3430,33.7,331,23.2,483,82.2,206,41.3,536,44.7,604,United States,"25,720",16.7,5%,,The University of Tennessee-Knoxville,"Physics & Astronomy,Economics & Econometrics,Electrical & Electronic Engineering,General Engineering,Mechanical & Aerospace Engineering,Law,History, Philosophy & Theology,Business & Management,Geology, Environmental, Earth & Marine Sciences,Architecture,Agriculture & Forestry,Geography,Education,Biological Sciences,Archaeology,Other Health,Sport Science,Sociology,Computer Science,Veterinary Science,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Chemical Engineering,Psychology,Languages, Literature & Linguistics,Civil Engineering,Mathematics & Statistics,Communication & Media Studies,Chemistry,Accounting & Finance",False,False,Knoxville,TN,37996,Knox,35.9551,-83.92966
3450,301–350,Tulane University,44.0–46.3,3450,43.2,168,23.4,479,73.1,323,37.0,800,41.1,669,United States,"11,120",10.5,11%,57 : 43,Tulane University,"Languages, Literature & Linguistics,Chemistry,Art, Performing Arts & Design,Computer Science,Biological Sciences,Architecture,Education,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Mechanical & Aerospace Engineering,Sociology,History, Philosophy & Theology,Sport Science,Accounting & Finance,Agriculture & Forestry,Communication & Media Studies,Other Health,Law,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Physics & Astronomy,Economics & Econometrics,Psychology,Mathematics & Statistics",False,False,New Orleans,LA,70118,Orleans,29.9397,-90.1203
150,15,"University of California, Berkeley",87.7,150,78.7,23,92.3,10,99.7,7,49.3,331,69.8,257,United States,"36,468",13.2,17%,51 : 49,"University of California, Berkeley","Communication & Media Studies,Education,Civil Engineering,Languages, Literature & Linguistics,Mathematics & Statistics,History, Philosophy & Theology,Agriculture & Forestry,Psychology,Economics & Econometrics,Mechanical & Aerospace Engineering,Geography,Chemical Engineering,Business & Management,Archaeology,Law,Physics & Astronomy,Politics & International Studies (incl Development Studies),Architecture,Biological Sciences,Sociology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Electrical & Electronic Engineering,Art, Performing Arts & Design,Chemistry,General Engineering,Other Health",False,False,Berkeley,CA,94720,Alameda,37.8757,-122.2484
590,=59,"University of California, Davis",68.5,590,59.3,63,63.6,60,85.6,178,52.7,274,61.2,336,United States,"37,847",13.5,13%,57 : 43,"University of California, Davis","Agriculture & Forestry,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Mathematics & Statistics,Chemical Engineering,Art, Performing Arts & Design,Medicine & Dentistry,Business & Management,History, Philosophy & Theology,Psychology,General Engineering,Law,Civil Engineering,Geography,Physics & Astronomy,Chemistry,Sociology,Veterinary Science,Economics & Econometrics,Other Health,Biological Sciences,Computer Science,Accounting & Finance,Education,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Languages, Literature & Linguistics",False,False,Davis,CA,95616,Yolo,38.5381,-121.751
960,=96,"University of California, Irvine",62.7,960,44.5,153,47.6,125,94.6,68,60.8,199,69.3,261,United States,"31,089",16.7,24%,53 : 47,"University of California, Irvine","Languages, Literature & Linguistics,Biological Sciences,Chemical Engineering,Mathematics & Statistics,Economics & Econometrics,Sociology,Civil Engineering,Business & Management,General Engineering,Architecture,Computer Science,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Law,Other Health,Electrical & Electronic Engineering,Physics & Astronomy,Art, Performing Arts & Design,Education,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Chemistry,Medicine & Dentistry,Mechanical & Aerospace Engineering,Psychology",False,False,Irvine,CA,92697,Orange,33.6431,-117.8378
170,17,"University of California, Los Angeles",86.4,170,82.6,18,87.9,17,97.8,30,49.4,325,62.1,331,United States,"39,464",9.2,17%,53 : 47,"University of California, Los Angeles","Chemical Engineering,Psychology,Biological Sciences,Mechanical & Aerospace Engineering,Medicine & Dentistry,General Engineering,Communication & Media Studies,Agriculture & Forestry,Business & Management,Politics & International Studies (incl Development Studies),Accounting & Finance,Art, Performing Arts & Design,History, Philosophy & Theology,Computer Science,Chemistry,Sociology,Languages, Literature & Linguistics,Sport Science,Other Health,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Archaeology,Mathematics & Statistics,Education,Economics & Econometrics,Geography,Architecture,Physics & Astronomy,Electrical & Electronic Engineering,Law,Veterinary Science",False,False,Los Angeles,CA,90095,Los Angeles,34.0688,-118.4439
3580,351–400,"University of California, Merced",41.7–43.9,3580,16.2,1053,20.5,560,96.4,46,37.8,735,40.1,687,United States,"6,680",19.3,8%,51 : 49,"University of California, Merced","Economics & Econometrics,History, Philosophy & Theology,Electrical & Electronic Engineering,Mathematics & Statistics,Business & Management,General Engineering,Sociology,Civil Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Biological Sciences,Chemistry,Languages, Literature & Linguistics,Psychology,Other Health",False,False,Merced,CA,95343,Merced,37.3662,-120.4249
2080,201–250,"University of California, Riverside",49.5–53.0,2080,29.5,444,31.6,296,92.0,95,41.0,544,65.6,284,United States,"20,864",19.6,14%,52 : 48,"University of California, Riverside","Economics & Econometrics,Mathematics & Statistics,Chemical Engineering,Chemistry,Languages, Literature & Linguistics,General Engineering,Sociology,History, Philosophy & Theology,Psychology,Other Health,Physics & Astronomy,Accounting & Finance,Agriculture & Forestry,Medicine & Dentistry,Communication & Media Studies,Biological Sciences,Education,Mechanical & Aerospace Engineering,Computer Science,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Business & Management,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies)",False,False,Riverside,CA,92521,Riverside,33.9745,-117.3287
300,30,"University of California, San Diego",79.7,300,65.4,45,79.2,29,98.2,27,96.0,35,59.9,353,United States,"31,687",12.9,20%,46 : 54,"University of California, San Diego","Other Health,Computer Science,Chemical Engineering,Physics & Astronomy,Economics & Econometrics,General Engineering,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Biological Sciences,Sociology,History, Philosophy & Theology,Education,Mathematics & Statistics,Business & Management,Electrical & Electronic Engineering,Communication & Media Studies,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Chemistry,Accounting & Finance,Civil Engineering,Psychology,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences",False,False,San Diego,CA,92093,San Diego,32.881,-117.2377
520,52,"University of California, Santa Barbara",71.5,520,50.9,96,65.0,57,98.8,20,83.4,77,67.0,277,United States,"23,457",27.9,16%,52 : 48,"University of California, Santa Barbara","Archaeology,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Veterinary Science,Geography,Chemical Engineering,Communication & Media Studies,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Architecture,Biological Sciences,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Education,Physics & Astronomy,Languages, Literature & Linguistics,Mathematics & Statistics,Computer Science,Chemistry,Agriculture & Forestry,Economics & Econometrics,Electrical & Electronic Engineering,Psychology,Sociology",False,False,Santa Barbara,CA,93106,Santa Barbara,34.4123,-119.8514
1680,=167,"University of California, Santa Cruz",55.6,1680,33.5,336,36.0,238,99.1,13,39.5,619,53.2,454,United States,"17,868",23.1,5%,52 : 48,"University of California, Santa Cruz","Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Biological Sciences,Archaeology,Agriculture & Forestry,Business & Management,Physics & Astronomy,Languages, Literature & Linguistics,General Engineering,Computer Science,Chemistry,Other Health,Mathematics & Statistics,Education,Sociology,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Psychology",False,False,Santa Cruz,CA,95064,Santa Cruz,36.999,-122.0607
3120,301–350,University of Colorado Denver/Anschutz Medical Campus,44.0–46.3,3120,33.6,334,13.9,806,96.1,52,34.0,1203,28.8,910,United States,"17,853",5.4,7%,56 : 44,University of Colorado Denver/Anschutz Medical Campus,"Medicine & Dentistry,Mathematics & Statistics,Communication & Media Studies,Electrical & Electronic Engineering,Business & Management,General Engineering,Physics & Astronomy,Art, Performing Arts & Design,Biological Sciences,Politics & International Studies (incl Development Studies),Geography,Other Health,Geology, Environmental, Earth & Marine Sciences,Computer Science,Sociology,History, Philosophy & Theology,Accounting & Finance,Mechanical & Aerospace Engineering,Sport Science,Economics & Econometrics,Architecture,Civil Engineering,Chemistry,Education,Psychology,Languages, Literature & Linguistics",False,False,Denver,CO,80217,Denver,39.7452,-104.8393
2160,201–250,University of Hawai’i at Mānoa,49.5–53.0,2160,35.5,296,37.1,224,75.0,300,50.6,300,64.4,296,United States,"15,750",11.0,11%,56 : 44,University of Hawai’i at Mānoa,"Economics & Econometrics,Mechanical & Aerospace Engineering,Physics & Astronomy,Accounting & Finance,Law,Psychology,Languages, Literature & Linguistics,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Other Health,Geography,Architecture,Computer Science,Chemistry,Sociology,Medicine & Dentistry,Electrical & Electronic Engineering,Mathematics & Statistics,Archaeology,Civil Engineering,Sport Science,Business & Management,General Engineering,Communication & Media Studies,History, Philosophy & Theology,Chemical Engineering,Biological Sciences,Art, Performing Arts & Design,Education,Veterinary Science,Politics & International Studies (incl Development Studies)",False,False,Honolulu,HI,96822,Honolulu,21.2972,-157.8162
2650,251–300,University of Illinois Chicago,46.4–49.4,2650,44.6,152,30.8,312,71.4,339,42.7,476,55.3,421,United States,"25,705",11.2,19%,52 : 48,University of Illinois Chicago,"Civil Engineering,Communication & Media Studies,Business & Management,Art, Performing Arts & Design,Physics & Astronomy,General Engineering,Archaeology,Biological Sciences,Geography,Computer Science,Chemical Engineering,Law,Mathematics & Statistics,Languages, Literature & Linguistics,History, Philosophy & Theology,Medicine & Dentistry,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Other Health,Chemistry,Education,Psychology,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Architecture,Accounting & Finance,Sport Science,Sociology,Electrical & Electronic Engineering",False,False,Chicago,IL,60607,Cook,41.8718,-87.6505
5500,501–600,"University of Maryland, Baltimore County",33.5–37.0,5500,23.4,675,18.1,651,62.3,457,35.6,946,33.8,812,United States,"11,647",18.6,8%,45 : 55,"University of Maryland, Baltimore County","Sociology,Languages, Literature & Linguistics,Civil Engineering,Physics & Astronomy,Art, Performing Arts & Design,Biological Sciences,Psychology,Economics & Econometrics,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Geography,General Engineering,History, Philosophy & Theology,Agriculture & Forestry,Electrical & Electronic Engineering,Chemistry,Computer Science,Communication & Media Studies,Other Health,Accounting & Finance,Business & Management,Education,Mathematics & Statistics,Chemical Engineering",False,False,Baltimore,MD,21250,Baltimore,39.2567,-76.7115
820,=82,"University of Maryland, College Park",63.7,820,47.8,121,57.7,74,93.2,83,38.7,674,41.2,667,United States,"32,099",16.2,10%,47 : 53,"University of Maryland, College Park","Chemical Engineering,Business & Management,Architecture,History, Philosophy & Theology,Chemistry,Other Health,Art, Performing Arts & Design,Electrical & Electronic Engineering,Archaeology,Politics & International Studies (incl Development Studies),Education,Sociology,Accounting & Finance,Mechanical & Aerospace Engineering,Physics & Astronomy,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Agriculture & Forestry,Communication & Media Studies,Veterinary Science,General Engineering,Economics & Econometrics,Sport Science,Geography,Biological Sciences,Mathematics & Statistics,Computer Science",False,False,College Park,MD,20742,Prince George's,38.9886,-76.9396
2260,201–250,University of Massachusetts,49.5–53.0,2260,36.6,268,28.7,352,89.5,124,50.0,310,58.4,383,United States,"59,906",12.8,14%,48 : 52,University of Massachusetts,"Medicine & Dentistry,Sport Science,Sociology,Communication & Media Studies,Agriculture & Forestry,Art, Performing Arts & Design,Architecture,Other Health,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Psychology,Geography,Electrical & Electronic Engineering,General Engineering,Languages, Literature & Linguistics,Physics & Astronomy,Law,Chemistry,Chemical Engineering,Archaeology,Civil Engineering,Mathematics & Statistics,Accounting & Finance,Business & Management,Economics & Econometrics,Politics & International Studies (incl Development Studies),Biological Sciences,Computer Science,Education,Veterinary Science",False,False,Amherst,MA,1003,Hampshire,42.3886,-72.5293
710,=71,University of Minnesota,65.3,710,56.8,72,58.7,73,85.6,179,79.4,94,39.4,703,United States,"60,620",12.3,11%,52 : 48,University of Minnesota,"Veterinary Science,Business & Management,Psychology,General Engineering,Physics & Astronomy,Electrical & Electronic Engineering,Medicine & Dentistry,Civil Engineering,Politics & International Studies (incl Development Studies),Geography,Mathematics & Statistics,Sociology,Agriculture & Forestry,Law,Biological Sciences,Chemistry,Archaeology,Art, Performing Arts & Design,Languages, Literature & Linguistics,Sport Science,Computer Science,History, Philosophy & Theology,Economics & Econometrics,Chemical Engineering,Other Health,Accounting & Finance,Architecture,Communication & Media Studies,Education,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering",False,False,Minneapolis,MN,55455,Hennepin,44.9778,-93.2353
