rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,city,state,zip,county,latitude,longitude,year
1440,143,University of Notre Dame,55.9,1440,50.2,96,40.7,165,80.2,180,37.4,555,48.2,428,United States,"11,821",13.5,10%,45 : 55,University of Notre Dame,"Chemical Engineering,Electrical & Electronic Engineering,Biological Sciences,Education,Mathematics & Statistics,Accounting & Finance,Mechanical & Aerospace Engineering,Psychology,Civil Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Law,History, Philosophy & Theology,General Engineering,Communication & Media Studies,Art, Performing Arts & Design,Business & Management,Sociology,Architecture,Economics & Econometrics,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Chemistry,Computer Science",False,False,Notre Dame,IN,46556,St. Joseph,41.699587,-86.237075,2017
1530,=151,University of Rochester,54.9,1530,43.4,142,32.4,256,89.4,87,38.9,493,58.9,301,United States,"9,628",4.5,28%,51 : 49,University of Rochester,"Electrical & Electronic Engineering,Education,Politics & International Studies (incl Development Studies),Sociology,Psychology,History, Philosophy & Theology,Chemical Engineering,Computer Science,Art, Performing Arts & Design,Civil Engineering,Biological Sciences,Chemistry,Economics & Econometrics,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Archaeology,Communication & Media Studies,Languages, Literature & Linguistics,General Engineering,Other Health,Medicine & Dentistry,Accounting & Finance,Business & Management,Mechanical & Aerospace Engineering,Physics & Astronomy",False,False,Rochester,NY,14627,Monroe,43.126397,-77.631202,2017
1570,=156,University of Arizona,54.5,1570,42.9,150,42.2,155,83.2,141,35.6,641,41.7,520,United States,"37,023",12.8,9%,52 : 48,University of Arizona,"Physics & Astronomy,Chemical Engineering,Chemistry,Architecture,Other Health,General Engineering,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Sociology,Archaeology,Computer Science,Sport Science,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Education,Veterinary Science,Mathematics & Statistics,Accounting & Finance,Agriculture & Forestry,Psychology,Business & Management,Biological Sciences,Geography,Economics & Econometrics,Law,Communication & Media Studies,Medicine & Dentistry,Electrical & Electronic Engineering",False,False,Tucson,AZ,85721,Pima,32.232866,-110.950086,2017
1840,=182,University of Miami,51.7,1840,43.1,146,17.1,560,92.5,62,38.1,517,65.8,237,United States,"16,054",6.0,15%,51 : 49,University of Miami,"Architecture,Education,Computer Science,Geology, Environmental, Earth & Marine Sciences,Business & Management,Biological Sciences,Psychology,Art, Performing Arts & Design,Civil Engineering,Physics & Astronomy,Languages, Literature & Linguistics,General Engineering,Communication & Media Studies,History, Philosophy & Theology,Electrical & Electronic Engineering,Mathematics & Statistics,Sociology,Other Health,Agriculture & Forestry,Accounting & Finance,Chemical Engineering,Sport Science,Economics & Econometrics,Law,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Mechanical & Aerospace Engineering,Geography,Chemistry",False,False,Coral Gables,FL,33146,Miami-Dade,25.720406,-80.27645,2017
1990,=198,Brandeis University,50.8,1990,29.8,375,24.6,375,99.7,7,33.8,756,49.2,413,United States,"5,532",13.1,23%,55 : 45,Brandeis University,"Languages, Literature & Linguistics,Physics & Astronomy,Computer Science,Chemistry,Mathematics & Statistics,Biological Sciences,Art, Performing Arts & Design,Psychology,Agriculture & Forestry,Business & Management,Sociology,Economics & Econometrics,Politics & International Studies (incl Development Studies),History, Philosophy & Theology",False,False,Waltham,MA,02454,Middlesex,42.364947,-71.254716,2017
2090,201-250,Boston College,46.3—50.4,2090,47.3,115,19.3,502,79.9,183,43.8,356,60.2,284,United States,"12,932",16.5,19%,55 : 45,Boston College,"Computer Science,Medicine & Dentistry,Physics & Astronomy,Psychology,History, Philosophy & Theology,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Education,Sociology,Economics & Econometrics,Biological Sciences,Art, Performing Arts & Design,Law,Chemistry,Politics & International Studies (incl Development Studies),General Engineering,Mathematics & Statistics,Accounting & Finance,Languages, Literature & Linguistics,Business & Management",False,False,Chestnut Hill,MA,02467,Middlesex,42.336203,-71.169242,2017
2130,201-250,University of Delaware,46.3—50.4,2130,26.9,442,36.8,209,78.1,201,92.5,45,44.0,485,United States,"19,426",16.2,10%,56 : 44,University of Delaware,"Art, Performing Arts & Design,Electrical & Electronic Engineering,Psychology,Other Health,Veterinary Science,Politics & International Studies (incl Development Studies),Business & Management,Biological Sciences,Mathematics & Statistics,Languages, Literature & Linguistics,Agriculture & Forestry,Architecture,Computer Science,Sport Science,Sociology,Economics & Econometrics,Physics & Astronomy,Mechanical & Aerospace Engineering,Chemical Engineering,Geography,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,General Engineering,History, Philosophy & Theology,Education,Chemistry,Communication & Media Studies",False,False,Newark,DE,19716,New Castle,39.678028,-75.752833,2017
2150,201-250,Florida State University,46.3—50.4,2150,40.8,176,39.5,184,67.1,319,34.2,731,45.7,463,United States,"41,737",30.2,7%,55 : 45,Florida State University,"Chemical Engineering,Sport Science,Languages, Literature & Linguistics,Architecture,Biological Sciences,Archaeology,Sociology,Accounting & Finance,Medicine & Dentistry,Mechanical & Aerospace Engineering,Computer Science,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,General Engineering,Economics & Econometrics,Psychology,Geography,History, Philosophy & Theology,Physics & Astronomy,Civil Engineering,Education,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Other Health,Electrical & Electronic Engineering,Chemistry,Law,Business & Management",False,False,Tallahassee,FL,32306,Leon,30.443222,-84.301554,2017
2160,201-250,George Washington University,46.3—50.4,2160,47.1,117,27.7,318,70.7,277,32.9,829,48.0,430,United States,"21,409",12.4,15%,57 : 43,George Washington University,"Sociology,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Psychology,Archaeology,Other Health,Physics & Astronomy,Medicine & Dentistry,General Engineering,Art, Performing Arts & Design,Education,Sport Science,Economics & Econometrics,Biological Sciences,Accounting & Finance,Mathematics & Statistics,Business & Management,Law,Communication & Media Studies,Computer Science,Chemistry,History, Philosophy & Theology,Civil Engineering,Politics & International Studies (incl Development Studies),Architecture,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Geography",False,False,Washington,DC,20052,District of Columbia,38.899096,-77.046277,2017
2210,201-250,University of Iowa,46.3—50.4,2210,40.9,173,27.1,335,74.9,234,53.8,206,34.6,623,United States,"27,807",11.6,12%,52 : 48,University of Iowa,"Other Health,Biological Sciences,Education,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Computer Science,General Engineering,Geography,History, Philosophy & Theology,Electrical & Electronic Engineering,Mathematics & Statistics,Business & Management,Civil Engineering,Physics & Astronomy,Economics & Econometrics,Law,Sociology,Languages, Literature & Linguistics,Chemical Engineering,Psychology,Accounting & Finance,Chemistry,Art, Performing Arts & Design,Sport Science,Communication & Media Studies",False,False,Iowa City,IA,52242,Johnson,41.660695,-91.535698,2017
2430,201-250,Stony Brook University,46.3—50.4,2430,34.7,269,24.5,384,86.8,110,35.6,649,55.6,334,United States,"22,867",10.9,24%,49 : 51,Stony Brook University,"Art, Performing Arts & Design,Computer Science,Politics & International Studies (incl Development Studies),Civil Engineering,Biological Sciences,Languages, Literature & Linguistics,Accounting & Finance,Psychology,General Engineering,Other Health,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Business & Management,Education,Electrical & Electronic Engineering,Medicine & Dentistry,Geography,Physics & Astronomy,Chemical Engineering,Mathematics & Statistics,Archaeology,Sociology,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Chemistry,Economics & Econometrics",False,False,Stony Brook,NY,11794,Suffolk,40.91554,-73.12112,2017
2510,201-250,University of Utah,46.3—50.4,2510,37.9,221,30.5,275,86.7,113,47.8,280,32.5,653,United States,"30,193",14.8,10%,45 : 55,University of Utah,"Architecture,Electrical & Electronic Engineering,Accounting & Finance,Education,Mathematics & Statistics,Languages, Literature & Linguistics,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Geography,Business & Management,Biological Sciences,Chemical Engineering,History, Philosophy & Theology,Chemistry,Politics & International Studies (incl Development Studies),Other Health,Law,Sociology,Mechanical & Aerospace Engineering,Medicine & Dentistry,Computer Science,General Engineering,Physics & Astronomy,Sport Science,Art, Performing Arts & Design,Economics & Econometrics,Agriculture & Forestry,Psychology,Communication & Media Studies",False,False,Salt Lake City,UT,84112,Salt Lake,40.762484,-111.846044,2017
2520,201-250,Wake Forest University,46.3—50.4,2520,37.8,223,20.3,484,92.6,60,41.3,418,26.1,749,United States,"7,451",4.5,5%,50 : 50,Wake Forest University,"Law,Chemistry,Accounting & Finance,Biological Sciences,History, Philosophy & Theology,Sport Science,Business & Management,General Engineering,Sociology,Economics & Econometrics,Mathematics & Statistics,Languages, Literature & Linguistics,Education,Communication & Media Studies,Other Health,Physics & Astronomy,Medicine & Dentistry,Psychology,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Computer Science,Politics & International Studies (incl Development Studies)",False,False,Winston Salem,NC,27106,Forsyth,36.135301,-80.279004,2017
2590,251-300,University at Buffalo,43.5—46.2,2590,38.0,219,29.0,303,66.1,332,42.8,377,64.6,252,United States,"26,418",18.8,21%,46 : 54,University at Buffalo,"Architecture,Communication & Media Studies,Education,Electrical & Electronic Engineering,Physics & Astronomy,History, Philosophy & Theology,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Archaeology,General Engineering,Psychology,Economics & Econometrics,Mechanical & Aerospace Engineering,Chemistry,Accounting & Finance,Civil Engineering,Mathematics & Statistics,Medicine & Dentistry,Biological Sciences,Politics & International Studies (incl Development Studies),Business & Management,Law,Geography,Languages, Literature & Linguistics,Other Health,Sport Science,Art, Performing Arts & Design,Computer Science,Agriculture & Forestry,Sociology",False,False,Buffalo,NY,14260,Erie,42.955292,-78.819555,2017
2620,251-300,Colorado School of Mines,43.5—46.2,2620,32.6,310,27.8,316,73.5,248,74.9,95,39.9,553,United States,"5,437",17.7,11%,27 : 73,Colorado School of Mines,"Civil Engineering,Mechanical & Aerospace Engineering,Economics & Econometrics,Business & Management,Physics & Astronomy,Chemical Engineering,General Engineering,Chemistry,Electrical & Electronic Engineering,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences",False,False,Golden,CO,80401,Jefferson,39.749092,-105.222907,2017
2820,251-300,Rensselaer Polytechnic Institute,43.5—46.2,2820,33.6,287,33.5,237,67.3,313,79.1,79,43.1,499,United States,"6,829",15.5,17%,31 : 69,Rensselaer Polytechnic Institute,"History, Philosophy & Theology,Chemical Engineering,Psychology,Art, Performing Arts & Design,Civil Engineering,Communication & Media Studies,Accounting & Finance,General Engineering,Electrical & Electronic Engineering,Architecture,Computer Science,Physics & Astronomy,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Other Health,Chemistry,Languages, Literature & Linguistics,Mathematics & Statistics,Economics & Econometrics,Biological Sciences,Business & Management,Mechanical & Aerospace Engineering",False,False,Troy,NY,12180,Rensselaer,42.728983,-73.678768,2017
2840,251-300,Rush University,43.5—46.2,2840,38.4,209,13.6,667,89.8,86,44.0,351,22.3,811,United States,"1,987",2.2,3%,71 : 29,Rush University,"Biological Sciences,Medicine & Dentistry,Other Health",False,False,Chicago,IL,60612,Cook,41.873493,-87.669466,2017
2900,251-300,Syracuse University,43.5—46.2,2900,32.9,302,25.9,352,75.4,227,36.4,602,41.4,529,United States,"19,930",16.1,17%,54 : 46,Syracuse University,"Economics & Econometrics,Chemical Engineering,Physics & Astronomy,History, Philosophy & Theology,Law,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Electrical & Electronic Engineering,Communication & Media Studies,Architecture,Civil Engineering,Mathematics & Statistics,Education,Biological Sciences,Sociology,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Accounting & Finance,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Other Health,Chemistry,Computer Science,Sport Science,Geography,Business & Management,General Engineering,Psychology",False,False,Syracuse,NY,13244,Onondaga,43.039891,-76.13267,2017
2970,251-300,Virginia Polytechnic Institute and State University,43.5—46.2,2970,34.9,264,39.9,176,62.1,363,44.1,346,31.4,670,United States,"30,850",18.1,10%,42 : 58,Virginia Polytechnic Institute and State University virginia tech virginia,"Languages, Literature & Linguistics,General Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,Education,Sport Science,Communication & Media Studies,Art, Performing Arts & Design,Business & Management,Geology, Environmental, Earth & Marine Sciences,Architecture,Computer Science,Sociology,Archaeology,Geography,Politics & International Studies (incl Development Studies),Chemistry,Veterinary Science,Agriculture & Forestry,Other Health,Physics & Astronomy,History, Philosophy & Theology,Biological Sciences,Medicine & Dentistry,Electrical & Electronic Engineering,Economics & Econometrics,Psychology,Chemical Engineering,Accounting & Finance,Civil Engineering",False,False,Blacksburg,VA,24061,Montgomery,37.229906,-80.419988,2017
3030,301-350,University of Alaska Fairbanks,40.7—43.3,3030,28.3,403,24.0,391,70.5,278,50.5,237,55.0,342,United States,"3,875",8.4,7%,52 : 48,University of Alaska Fairbanks,"Education,Accounting & Finance,Psychology,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Art, Performing Arts & Design,General Engineering,Communication & Media Studies,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,Geography,Sociology,Economics & Econometrics,Architecture,Biological Sciences,Other Health,History, Philosophy & Theology,Civil Engineering,Chemistry,Computer Science,Business & Management,Agriculture & Forestry,Languages, Literature & Linguistics",False,False,Fairbanks,AK,99775,Fairbanks North Star,64.855573,-147.825921,2017
3100,301-350,Clark University,40.7—43.3,3100,24.4,518,8.0,903,93.7,51,32.8,842,59.0,300,United States,"3,239",11.7,25%,57 : 43,Clark University,"Accounting & Finance,Biological Sciences,History, Philosophy & Theology,Mathematics & Statistics,Physics & Astronomy,Geography,Business & Management,Languages, Literature & Linguistics,Chemistry,Psychology,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Education,Politics & International Studies (incl Development Studies),Economics & Econometrics,Sociology,Computer Science,Communication & Media Studies",False,False,Worcester,MA,01610,Worcester,42.250778,-71.823632,2017
3120,301-350,University of Connecticut,40.7—43.3,3120,37.0,234,28.2,313,62.5,359,35.1,682,40.6,537,United States,"26,109",12.6,7%,51 : 49,University of Connecticut,"Civil Engineering,Sociology,Business & Management,Economics & Econometrics,General Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Geography,Art, Performing Arts & Design,Education,Biological Sciences,Psychology,History, Philosophy & Theology,Chemistry,Law,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Communication & Media Studies,Accounting & Finance,Architecture,Computer Science,Sport Science,Other Health,Mathematics & Statistics,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemical Engineering",False,False,Storrs,CT,06269,Tolland,41.807658,-72.256961,2017
3140,301-350,University of Denver,40.7—43.3,3140,37.7,225,23.6,408,67.2,314,34.9,693,28.7,709,United States,"9,568",13.3,10%,57 : 43,University of Denver,"General Engineering,Psychology,Electrical & Electronic Engineering,History, Philosophy & Theology,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Chemistry,Other Health,Mathematics & Statistics,Accounting & Finance,Sociology,Communication & Media Studies,Law,Physics & Astronomy,Geography,Biological Sciences,Business & Management,Education,Languages, Literature & Linguistics,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Computer Science,Sport Science,Politics & International Studies (incl Development Studies)",False,False,Denver,CO,80208,Denver,39.681439,-104.961532,2017
3170,301-350,George Mason University,40.7—43.3,3170,28.1,407,24.6,377,73.4,250,33.4,789,38.7,572,United States,"27,337",17.4,8%,54 : 46,George Mason University,"Psychology,Communication & Media Studies,Civil Engineering,Art, Performing Arts & Design,General Engineering,Education,Law,Sociology,Physics & Astronomy,History, Philosophy & Theology,Business & Management,Biological Sciences,Sport Science,Mechanical & Aerospace Engineering,Accounting & Finance,Geography,Electrical & Electronic Engineering,Chemistry,Other Health,Languages, Literature & Linguistics,Economics & Econometrics,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Computer Science",False,False,Fairfax,VA,22030,Fairfax,38.83088,-77.30794,2017
3180,301-350,University of Georgia,40.7—43.3,3180,33.0,297,35.0,227,57.2,406,34.9,695,41.7,521,United States,"33,241",19.5,7%,57 : 43,University of Georgia,"Architecture,Archaeology,Mathematics & Statistics,Accounting & Finance,Mechanical & Aerospace Engineering,Agriculture & Forestry,Civil Engineering,Psychology,Other Health,Communication & Media Studies,Biological Sciences,Sport Science,Economics & Econometrics,Computer Science,Physics & Astronomy,Sociology,Law,Electrical & Electronic Engineering,History, Philosophy & Theology,Medicine & Dentistry,Languages, Literature & Linguistics,Education,Chemistry,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Geography,Politics & International Studies (incl Development Studies),Chemical Engineering,Art, Performing Arts & Design,Veterinary Science",False,False,Athens,GA,30602,Clarke,33.937727,-83.37143,2017
3320,301-350,University of Nebraska-Lincoln,40.7—43.3,3320,31.2,339,29.1,301,67.2,316,38.5,508,48.0,431,United States,"22,068",16.2,10%,47 : 53,University of Nebraska-Lincoln,"Art, Performing Arts & Design,Electrical & Electronic Engineering,Veterinary Science,Sociology,Architecture,Education,Sport Science,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Mathematics & Statistics,Mechanical & Aerospace Engineering,Communication & Media Studies,Chemical Engineering,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Other Health,Psychology,Economics & Econometrics,Civil Engineering,Chemistry,History, Philosophy & Theology,General Engineering,Physics & Astronomy,Archaeology,Law,Biological Sciences,Business & Management,Computer Science,Agriculture & Forestry,Geography",False,False,Lincoln,NE,68588,Lancaster,40.821787,-96.700663,2017
3330,301-350,University of Oregon,40.7—43.3,3330,24.8,513,24.5,383,77.7,206,33.3,802,35.5,612,United States,"24,268",19.8,13%,52 : 48,University of Oregon,"History, Philosophy & Theology,Computer Science,Other Health,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Law,Geography,Art, Performing Arts & Design,Chemistry,Business & Management,Psychology,Economics & Econometrics,Physics & Astronomy,Architecture,Geology, Environmental, Earth & Marine Sciences,Education,Sociology,Accounting & Finance,Mathematics & Statistics,Biological Sciences,Communication & Media Studies",False,False,Eugene,OR,97403,Lane,44.044515,-123.07398,2017
3340,301-350,Oregon State University,40.7—43.3,3340,29.3,387,28.2,314,69.7,288,36.0,625,46.0,459,United States,"23,464",16.3,10%,46 : 54,Oregon State University,"History, Philosophy & Theology,Biological Sciences,Accounting & Finance,Other Health,Geography,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Chemistry,Computer Science,Business & Management,Chemical Engineering,Psychology,Sport Science,Sociology,Agriculture & Forestry,Physics & Astronomy,Communication & Media Studies,Languages, Literature & Linguistics,Education,Veterinary Science,Electrical & Electronic Engineering,Economics & Econometrics",False,False,Corvallis,OR,97331,Benton,44.563109,-123.278711,2017
3470,301-350,Temple University,40.7—43.3,3470,37.2,232,21.6,451,68.4,301,37.4,556,31.1,677,United States,"33,672",13.3,6%,52 : 48,Temple University,"Accounting & Finance,General Engineering,Physics & Astronomy,Architecture,Medicine & Dentistry,Communication & Media Studies,Law,Languages, Literature & Linguistics,Computer Science,Sport Science,Sociology,History, Philosophy & Theology,Education,Agriculture & Forestry,Mechanical & Aerospace Engineering,Geography,Business & Management,Art, Performing Arts & Design,Biological Sciences,Civil Engineering,Chemistry,Politics & International Studies (incl Development Studies),Economics & Econometrics,Mathematics & Statistics,Other Health,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Psychology",False,False,Philadelphia,PA,19122,Philadelphia,39.980712,-75.158452,2017
3610,351-400,Drexel University,37.6—40.6,3610,32.6,311,16.0,585,62.0,364,37.9,525,47.8,435,United States,"21,153",11.0,18%,49 : 51,Drexel University,"Education,Physics & Astronomy,Accounting & Finance,Mechanical & Aerospace Engineering,Computer Science,Biological Sciences,Architecture,General Engineering,Communication & Media Studies,Medicine & Dentistry,Languages, Literature & Linguistics,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Chemical Engineering,Electrical & Electronic Engineering,Sport Science,Business & Management,Economics & Econometrics,Law,History, Philosophy & Theology,Psychology,Veterinary Science,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Sociology,Mathematics & Statistics,Other Health,Chemistry,Agriculture & Forestry",False,False,Philadelphia,PA,19104,Philadelphia,39.954855,-75.188745,2017
3680,351-400,University of Houston,37.6—40.6,3680,35.4,256,29.4,294,54.3,433,40.6,436,36.8,598,United States,"39,402",42.5,9%,50 : 50,University of Houston,"Chemical Engineering,Psychology,Accounting & Finance,Electrical & Electronic Engineering,Communication & Media Studies,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Geography,Architecture,Economics & Econometrics,Sport Science,Civil Engineering,Chemistry,Computer Science,Mathematics & Statistics,History, Philosophy & Theology,Education,Physics & Astronomy,Medicine & Dentistry,Law,Sociology,Art, Performing Arts & Design,Biological Sciences,Politics & International Studies (incl Development Studies),Other Health",False,False,Houston,TX,77204,Harris,29.719988,-95.344851,2017
3710,351-400,Iowa State University,37.6—40.6,3710,31.2,338,25.3,360,60.6,383,47.5,284,37.9,580,United States,"32,951",18.7,12%,46 : 54,Iowa State University,"Mechanical & Aerospace Engineering,History, Philosophy & Theology,Chemical Engineering,Accounting & Finance,Veterinary Science,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Architecture,Other Health,General Engineering,Psychology,Medicine & Dentistry,Sport Science,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Languages, Literature & Linguistics,Civil Engineering,Biological Sciences,Law,Business & Management,Sociology,Education,Art, Performing Arts & Design,Computer Science,Economics & Econometrics,Communication & Media Studies,Chemistry,Electrical & Electronic Engineering,Agriculture & Forestry",False,False,Ames,IA,50011,Story,42.025303,-93.65024,2017
3730,351-400,University of Kansas,37.6—40.6,3730,36.7,240,24.5,380,54.5,431,38.3,509,33.7,641,United States,"24,345",7.6,9%,51 : 49,University of Kansas,"History, Philosophy & Theology,Economics & Econometrics,Communication & Media Studies,Electrical & Electronic Engineering,Chemical Engineering,Mechanical & Aerospace Engineering,Psychology,Other Health,Agriculture & Forestry,Biological Sciences,Sport Science,Education,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Business & Management,Chemistry,General Engineering,Computer Science,Sociology,Civil Engineering,Accounting & Finance,Art, Performing Arts & Design,Law,Geography,Languages, Literature & Linguistics,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Architecture,Mathematics & Statistics",False,False,Lawrence,KS,66045,Douglas,38.956474,-95.258651,2017
3740,351-400,University of Kentucky,37.6—40.6,3740,36.6,243,29.3,298,51.4,457,39.0,488,38.2,573,United States,"31,225",19.0,6%,53 : 47,University of Kentucky,"Geology, Environmental, Earth & Marine Sciences,Sociology,Chemical Engineering,Psychology,Chemistry,Architecture,Computer Science,Biological Sciences,Art, Performing Arts & Design,Medicine & Dentistry,Veterinary Science,Geography,Business & Management,Other Health,Agriculture & Forestry,Physics & Astronomy,Civil Engineering,Sport Science,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Electrical & Electronic Engineering,Law,Economics & Econometrics,Education,Communication & Media Studies,Languages, Literature & Linguistics,Mathematics & Statistics,General Engineering,Politics & International Studies (incl Development Studies),Accounting & Finance",False,False,Lexington,KY,40506,Fayette,38.028761,-84.502517,2017
3920,351-400,The University of Texas at San Antonio,37.6—40.6,3920,17.3,833,16.2,583,85.0,129,32.4,903,32.6,652,United States,"25,870",21.4,7%,48 : 52,The University of Texas at San Antonio,"Physics & Astronomy,Politics & International Studies (incl Development Studies),Education,Accounting & Finance,Law,Business & Management,Chemistry,Civil Engineering,Biological Sciences,Psychology,Sociology,Art, Performing Arts & Design,Computer Science,General Engineering,History, Philosophy & Theology,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Geography,Chemical Engineering,Mathematics & Statistics,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Other Health,Agriculture & Forestry,Communication & Media Studies,Mechanical & Aerospace Engineering,Architecture,Sport Science",False,False,San Antonio,TX,78249,Bexar,29.582418,-98.621386,2017
3990,351-400,Washington State University,37.6—40.6,3990,29.6,381,29.6,291,59.8,388,56.9,190,43.3,495,United States,"26,439",20.1,8%,51 : 49,Washington State University,"Medicine & Dentistry,Geography,Agriculture & Forestry,Accounting & Finance,Chemistry,Civil Engineering,Architecture,Electrical & Electronic Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Psychology,Computer Science,Business & Management,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,General Engineering,History, Philosophy & Theology,Sport Science,Mechanical & Aerospace Engineering,Mathematics & Statistics,Archaeology,Sociology,Art, Performing Arts & Design,Education,Veterinary Science,Biological Sciences,Economics & Econometrics,Politics & International Studies (incl Development Studies),Communication & Media Studies,Other Health",False,False,Pullman,WA,99164,Whitman,46.730448,-117.158168,2017
4000,351-400,Wayne State University,37.6—40.6,4000,33.0,299,15.7,603,71.9,264,42.2,388,33.3,644,United States,"22,405",10.7,8%,57 : 43,Wayne State University,"Sociology,Civil Engineering,Law,Biological Sciences,Sport Science,Chemistry,Other Health,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,History, Philosophy & Theology,Chemical Engineering,Politics & International Studies (incl Development Studies),Computer Science,Art, Performing Arts & Design,Mathematics & Statistics,General Engineering,Medicine & Dentistry,Psychology,Business & Management,Education,Accounting & Finance,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Physics & Astronomy,Communication & Media Studies",False,False,Detroit,MI,48202,Wayne,42.35861,-83.072864,2017
4030,401-500,American University,32.6—37.5,4030,40.5,181,21.3,456,51.4,456,37.8,531,30.1,687,United States,"11,636",12.0,12%,61 : 39,American University,"Geology, Environmental, Earth & Marine Sciences,Business & Management,Other Health,Physics & Astronomy,Languages, Literature & Linguistics,Education,Sociology,Accounting & Finance,Biological Sciences,Economics & Econometrics,Law,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Computer Science,Mathematics & Statistics,History, Philosophy & Theology,Sport Science,Communication & Media Studies,Chemistry,Medicine & Dentistry,Psychology",False,False,Washington,DC,20016,District of Columbia,38.936981,-77.088785,2017
4260,401-500,Florida International University,32.6—37.5,4260,25.4,486,20.1,487,57.7,402,35.2,674,35.3,614,United States,"33,983",25.8,7%,56 : 44,Florida International University,"History, Philosophy & Theology,Biological Sciences,Mathematics & Statistics,Languages, Literature & Linguistics,Civil Engineering,Architecture,Computer Science,Law,Chemistry,Business & Management,Sociology,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Geography,Communication & Media Studies,Economics & Econometrics,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Art, Performing Arts & Design,Accounting & Finance,Other Health,Mechanical & Aerospace Engineering,Medicine & Dentistry,General Engineering,Education,Psychology",False,False,Miami,FL,33199,Miami-Dade,25.757111,-80.377591,2017
